dato,predicciones
vamos con todoooo,positivo
eres nuestra proxima presidenta te amamos claudia sheinbaum,positivo
saludos claudia sheinbaum desde ocosingo chiapas te queremos mucho claudia,positivo
saludos y un abrazo muy grande dra claudia adelante con la 4t estamos con usted todo nuestro apoyo y respaldo desde chiapas le mando cordial saludo silvia ramos hernandez,positivo
excelente dra claudiasheinbau,positivo
futura presidenta de mexico es orgullo tenerla como coordinadora nacional para la defensa del voto asi como orgullosos estamos de nuestro presidente amlo,positivo
excelente encuentro dra claudia sheinbaum enhorabuena vamos con todo y de corazon con claudia ,positivo
saludos desde ixtacomitan chiapas,positivo
vamos a ganar doctora muchas bendiciones que viva la 4 trasformacion ,positivo
saludos coordinadora dedes kanasin yucatan vamos con todo la esperanza para 4t y yucatan floresca,positivo
yo apoyo a nuestra coordinadora doc claudia sheinbaum,negativo
viva la 4ta transformacion,negativo
sabemos que usted va ser nuestra lider nacional la primera mujer en la historia de mexico la primera presidenta de mexico y que prosiguera la 4t de nuestro presidente lopez obrador saludos y bendiciones dra claudia sheimbaun,positivo
felicidades me sientoorgullosa de su trabajo,positivo
doctorabendiciones y dios la ayude en todo,positivo
saludos dra orgullosamente soy simesa del estado de hidalgo ,positivo
adelante dra vamos con toda la actitud esperamos siga ese gran cambio aun a costa de esa nefasta oposicion,positivo
le encargamos la derogacion a la ley del issste,negativo
arriba la 4t doctora claudia sheinbaum,negativo
felicidades dra claudia sheinbaum ea una gran lider nuestra futura presidenta,positivo
excelente trabajo y liderazgo dra claudia sheinbaum todo eso se hace a traves de la humildad y la perseverancia,positivo
saludos claudia grande entre grandes  unica con luz propia  saludos desde california  orgullosa de que sea nuestra preciosa presidenta  ,positivo
apoyo total para la dra claudia estamos al ,positivo
mi preciosa claudia sheinbaum vamos a ganar la precidencia de la republica mexicana,negativo
muchas felicidades,positivo
apoyo total a la dra claudia sheinbaum vamos por la 4 t proxima presidenta es un honor estar con la mejor,positivo
que hermosa mujer en verdad alguien con muchos principios y valores que merece de nuestro apoyo para seguir transformando a mexico y darle continuidad a el desarrollo economico y toda la infraestructura lindo aeropuerto,positivo
todo el apoyo somos obradoristas con amlo y claudia sheinbaum de corazon,negativo
ademas aumentaron los dias de vacacionescomo empleada estoy muy agradecida es en el primer gobierno que siento que nos voltean a ver a los empleados,negativo
presente sints arriba la 4ta t saludos dra claudia ,positivo
es claudia,negativo
saludos desde el estado de guerrero dra clau gracias por todo ,positivo
usted nos representa es la voz del pueblo que le brindan respaldo,negativo
el magisterio veracruzano esta con usted doctora que siga la 4t,negativo
saludos desde perote veracruz,positivo
en bcs somos claudia sheinbaum seguimos en territorio puerta por puerta,negativo
querida dra claudia que el respeto a los convenios laborales sea un hecho que se defiendan los derechos de los trabajadores que se destierre la impunidad y los abusos de poder soy mujer maestra y orgullosamente suteymista de ecatepec por la dignificacion de los servidores publicos y contra el autoritarismo solucion al conflicto laboral suteymista en ecatepec a su lado brilla una promesa no mentir no robar no traicionar eso esperamos de usted amiga claudia,positivo
hay relevo para decadas,negativo
seguimos transformando a mexico por el bien de todos,positivo
estamos con ud doctora tiene nuestra confianza,positivo
saludos doctora la transformacion ya no la para nadie ni botargas ni fosfo fosfos naranjas,positivo
por un mexico con mayores derechos y libertades claudiapresidenta2024 ,positivo
uyyy hay mucho que hacer con el sindicalismo en mexico nomas el sindicato de pemex como muestra que sigue siendo muy corrupto,negativo
un saludo dra claudia le comento en relacion a las pensiones del imss que se calcularon en umas se de reversa a esa medida de calculo a las pensiones y sea en salarios minimos hacerlo es hacer justicia a los trabajadores que dieron gran parte de su vida a la productividad la 4t va,positivo
ahi esta mi presidenta claudia sheinbaum  y seguira siendo un honar estar con claudia saludos desde sarasota florida usa,positivo
en el encuentro de claudia sheibaum con organizaciones sindicales efectuado el dia de hoy en la ciudad de mexico fuimos reprimidos por el equipo de control y represion del sindicato de telefonistas de la republica mexicana esto por el hecho de portar lonas en contra del charrismo sindical de francisco hernandez juarez,positivo
fue una experiencia que refleja claramente la necesidad de control que tiene quien ocupa la secretaria general de este sindicato desde hace mas 47 anos a mi no me habia tocado vivirlo a muchos de mis companeros si y lo lamento profundamente ojala nadie tuviera que pasar por estas situaciones solo para que quien esta en el poder no se incomode,positivo
eso se llama facismo,negativo
como activista defensora de derechos humanos he participado en un sin numero de eventos en defensa de justas causas sociales por lo tanto he estado frente a grupos armados de los diferentes niveles de gobierno toda esa gente actua bajo protocolos el grupo de choque de francisco hernandez juarez no los conoce son automatas que actuan por consigna no hay el minimo atisbo de coherencia todo para impedirle un mal momento al charro francisco hernandez juarez y si para ello tienen que denigrarse ofendiendo golpeando danando fisicamente incluso a companeras nada les importa en este caso como viles porros incluso pusieron en riesgo el evento solo para complacer a su jefe,positivo
lamentabilisimo,negativo
papel denigrante y vergonzoso de quien lo acepta y ejecuta pero peor de quien lo planea y ordena se necesita ser cinico para despues de lo acontecido atreverse hablar de democracia cuando si la conocio algun dia hoy ni siquiera sabe lo que significa,negativo
hoy mas que nunca reafirmo hernandezjuarez,negativo
nomerepresenta ,negativo
muy bien dra claudia sheinbaum los trabajadores de mexico hacemos bien al identificarnos con morena apoyar y defender a la 4t,positivo
sin duda alguna el movimiento obrero mexicano juega un papel importante en esta etapa y fortalece a la coordinadora de este movimiento adelante la 4t,negativo
saludos dra que alegria ver como la 4ta va trabajando poco a poco mil felicidades,positivo
seguimos con la 4t vamos con todo presidenta,positivo
eso es todo animo y estamos,positivo
saludos desde zac,positivo
gracias por tanto que hacen por los que menos tienen se nota y mucho felicidades claudia sheinbaum andres manuel lopez obrador mi amado presidente ,negativo
animo claudia ganara  senora presidenta de mexico,positivo
me va nuestra proxima gobernadora lo maximo felicidades le apoyamos al 100,positivo
a mucho orgullo,positivo
nuestra proxima presidenta,positivo
tantima veracruz,positivo
es claudia seguimos con morena y la 4t,negativo
hola dra que propuesta te diria para la s personas que estamos en la etapa de 55 a 64 anos que nos quedamos sin empleo,negativo
saludos cordiales dama bella inteligencia cientifica universitaria incansable dra claudia sheibaum pardo,positivo
exelente claudia shembaun un gran abrazo desde tianguistenco ,positivo
vamos unidos hacia la transformacion del pais,positivo
saludos dra y como siempre trabajando para los mas necesitados  gracias desde chiapas,positivo
que diferencia de candidata la otra se dedica hacer puras payasadas la seriedad nos representa con claudia todos unidos por un mexico mejor alcemoos la vos ni un voto mas a los corruptos nuestros hijos merecen un futuro mejor,positivo
es un exito su coordinacion dra,negativo
la ruta esta trazada no hay vuelta atras acuerdese caminamos con usted millones a su lado y atras usted use su inteligencia y preparacion y denos un buen gobierno surgido por la 4a transformacion  felicidades ,positivo
saludos dra claudia sheinbaum buenas tardes,positivo
viva nuestro presidente si senor,negativo
muy bien dicho fuera el outsourtcing ,negativo
viva claudia sheinbaum una mujer que llegara a representarnos a todas y todos los mexicanos,negativo
saludos claudia sheinbaum desde el sur de veracruz oluta,positivo
por eso es necesaria la reforma por 40 horas a la semana de trabajo,negativo
felicidades dra claudia sheinbaum saludos,positivo
la union hace la fuerza mi futura presidenta claudia,positivo
por favor saquen a romel pacheco por traidor no se puede confiar en el,negativo
toda mi familia estamos con la doctora claudia,negativo
tienes mi voto  en las siguientes elecciones presidenciales  y se que usted ganara presidenta,positivo
vamos dra claudia presidenta,positivo
usted sera mi presidenta eso yo lo escribi y lo decrete es mas lo profetizo sin pelos en la lengua seras mi presidenta y usted sera por sus valores solidos y su espiritu alma y usted es autentica original es le caracteriza ser un ser humano maravilloso ok a y no habra hombres de presidentes ok,positivo
mexico con claudia y veracruz con eric,positivo
vamos adelante,negativo
viva la 4t,negativo
democratica,negativo
saludos y bendiciones para nuestra proxima presidenta,positivo
saludos companera claudia desde angel r cabada veracruz,positivo
que viva la 4 t,negativo
bendiciones,positivo
asi es vamos con todo doctora claudia,negativo
un gran encuentro ojala se terminen los sindicatos blancos y los lideres charros para que defiendan a sus representados,positivo
hola sra claudia sheuban futura sra presidenta,positivo
espero este bien hablando de solidaridad el pueblo haitiano aqui en la avenida canal de chalco frente del isste necesita de servicios de salud como banos en las unidades de enfrente ya no los dejan pasar dese una vueltesita para ver si usted los puede alludar muchas gracias que siga la 4t,positivo
dios me la cuide y me la proteja en todo momento mi futura presidenta,positivo
claudia sera presidrnta de mexico porque tiene el apoyo del pueblo,positivo
buena mujer que dios la bendiga ,positivo
vamos con todo ,negativo
eso es todo estiempodemujer,negativo
es con claudia sheinbaum hasta la victoria,negativo
claudia claudia ,negativo
el apollo ala doctora claudia,negativo
enhorabuena dra claudia saludos,positivo
muchas gracias por su atencion ojala lea mi carta,positivo
pdayuda por favor,negativo
saludos cordiales y bendiciones infinitas ,positivo
vamos con la 4t y doctora claudia sheinbaum ,negativo
y aun faltan mas logros vamos por 6 anos mas de democracia y justicia los hechos hablan por si mismos,positivo
unos decian que mexico no hiba a sobrevivir en la crisis economica otro que las politicas publicas no servian ahi estan los hechos mexico si ha cambiado para bien,positivo
vamos por la primer mujer presidenta de mexico vamos con claudia ,positivo
saludos doctora claudia sheinbaumdio,positivo
s la bendiga y proteja siempre  saludos desde el puerto de veracruz,positivo
no cabe duda que viva amlo y la 4t y morena pt pve la union ase la fuerza ,positivo
saludos dra claudia excelente,positivo
larutaesclara aqui hay un compromiso con la 4t y no queremos tecnocratas de opulencia,positivo
muchas grasias por la informacion se lo agradezco que remos a yu daren eso terminos el senor presidente que los tengamos un poco de cono si miento en la materia lo podemos aser y asi lo aremos,negativo
excelente  dra saludos,positivo
con claudia si hay unidad por el progreso de mexico viva mexico ,positivo
es un honor estar con claudia hoy ,negativo
que siga la 4t,negativo
ya casi se llega la hora de la encuesta y es claudialarespuesta,negativo
saludos doctora desde casa de cultura panuco veracruz,positivo
apoyo total de hidalgo dra claudia sheinbaum,negativo
en salud seguro es claudia hidalgo,negativo
ya la veo de comandante supremo de las fuerzas armadas de mi honorable mexico lindo y querido,positivo
excelente reunion fortalese para que una doctora se la proxima presideta de mexico,positivo
y porque no haces nada con eso policias que c llevan a jente ninos que vendes en la calle pon el ejemplo y no con cosas que no sirven para nada y asi quieres ser presidenta,negativo
claudia sheinbaum dios la bendiga,positivo
fieles a la 4t,negativo
claro buen trabajo claudia arriba el proletariado del cual llevamos anos indagando sobre este gigante  del cual termino revelandose en 1886 1 de mayo dia del trabajador,positivo
apoyo total a la dra claudia,positivo
felicidades,positivo
wow calidad,negativo
oralesss bonita ya te la sabes y cuentas conelapoyo delpueblok esperalaconti,negativo
nuidad de la 4t ymuchas felicidades desde chimalhuacan moredich,positivo
muchas felicidades morenita,positivo
viva mexico,positivo
que viva claudia sheinbaum que viva la 4 transformacion,negativo
saludos desde entabladero espinal veracruz,positivo
empuje las 40 hrs de trabajo semanales por 2 de descanso,negativo
linda familia ,positivo
muy bien trabajando felicidades,positivo
vamos con usted que siga la 4 t dios la bendiga,positivo
hay que seguir,negativo
saludos y bendiciones,positivo
presidenta 2024,positivo
claudia para presidenta 2024,positivo
perfecto los trabajadores sindicalizados seran buenos aliados en la construccion del segundo piso de la transformacion,negativo
claudia proxima presidenta de mexico,positivo
excelente dra enhorabuena,positivo
vamos con todo claudia sheinbaum,negativo
muchos saludos futura presidenta ,positivo
saludos estimada doctora claudia sheinbaum,positivo
es claudia la representante de morena es la presidenta de los mexicanos es la presidenta,positivo
no se cumplio su aumento de amlo 16000 mensual revalorizacion maquillada deben estar en su proouesta de campana lic claudia shembau y el magisterio estara agradecido,negativo
temas importantes que deben caminar y estar a la altura adios a los viejos y corruptos habitos vamos a dar a mexico el lugar y el respeto que merece,positivo
animo claudia sigue sumando a paso firme,positivo
con todo clau,negativo
bravo claudia sheinbaum mi carino y admiracion porque eres la mejor contendiente para las elecciones de 2024 y la continuacion de la 4a transformacion y el humanismo mexicano,positivo
dra por favor regrese el rjp para los trabajadores imss viva la 4t ,positivo
coahuila presente ,negativo
un fuerte abrazote para la drclaudia,positivo
saludos desde libres puebla,positivo
en cada rincon del estado de morelos tiene nuestro carino,negativo
dra siempre sera asi tendremos dialogo directo con usted,positivo
somos mayoria,positivo
vamos todos con claudia viva morena ,negativo
muy acertafa eleccion,negativo
por donde usted pasa irradia confianza  saludos desde oaxaca,positivo
estamos con usted claudia sheinbaum y la cuarta transformacion,negativo
felicidades,positivo
una mujer sera presidenta es claudia ,positivo
si se puede ,negativo
es tiempo de las mujeres,positivo
excelente,positivo
saludos dra sheinbaum ya solo falta que nos ayuden en subir los niveles salariales ,positivo
indudablemente claudia sheinbaum sera la proxima presidenta de mexico,positivo
excelente,positivo
pues manos a la 4t claudia sheinbaum sigue,negativo
muy bien claudia ya ganamos 2024 sin duda ,positivo
saludos desde el corazon de la cuenca vamos contodo morena la esperanza de mexico claudiapresidenta2024 ,positivo
al 100 con claudia bendiciones,positivo
porque seguira con la cuarta transformacion,negativo
continuidad y unidad para la cuarta transformacion de la vida publica de mexico  morena ,positivo
indudablemente los logros en pro de los derechos para los trabajadores es un hecho historico que ha reinvindicado la justicia laboral que buena falta le hacia al pueblo de mexico sin embargo aun queda mucho por hacer por eso decimos que es un honor estar con obrador y claudia sheimbaum hoy animo enhorabuena ,negativo
con usted continuaremos sin duda con la 4t en el pais ,positivo
saludos dra claudia desde torreon coah,positivo
saludos claudia,positivo
excelente le mando un fuerte abrazo,positivo
muy buen dia claudia ,negativo
en salud seguro es claudia hidalgo  presente y apoyando,positivo
bendiciones cuidese mucho un saludo desde california,positivo
pedimos libertad del sindicato de telefonos de la republica mexicana ya basta del mismo secretario desde hace mas de 40 anos sigue en la silla secretarial y eso ya se hizo ilegal por favor volteen a ver a nuestro sindicato ,negativo
puro morena y mi presidente obrador enlaencuestaclaudiaeslarespuesta,negativo
excelente labor,positivo
enhorabuena,positivo
una mujer sera presidenta es claudia ,positivo
saludos,positivo
excelente,positivo
tenemos fe en usted,positivo
  vaamoos muuy bieeen  ,negativo
animo doctora claudia  somos mayoria y nos identificamos con usted saludos tabasquenos ,positivo
todo el apoyo con usted y la cuarta transformacion,positivo
gamaremos,negativo
claudia si eliges y das pie a harfuch te vas a caer  camina con cuidado el pueblo sabe,negativo
apoyo total a claudia ,positivo
y como el gobierno de la cdmx sigue con outsourcing  en el area de limpieza en diversas dependencias,positivo
hidalgo presente ,negativo
cdmx noroeste presente,positivo
una mujer sera presidenta es claudia ,positivo
claudia te amlo,negativo
ya me vi ya me vi ahi ,negativo
ya tenemos precidente de mexico,positivo
si tiene mucha gente,negativo
doctora yo tambien egrese de facultad de ciencia soy matematico y estoy con usted ,negativo
muchas felicidades,positivo
aludos dra claudia sheinbaum,negativo
enguerreroesclaudia ,negativo
lida sala eres un poco risuena cuenta para reirnos higuales,negativo
dios me la cuide y me la proteja en todo momento mi futura presidenta,positivo
estamos con usted doctora claudia sheinbaumsaludos,negativo
hidalgo presente y apoyando,positivo
siempre trabajando,negativo
ya llego,negativo
ya esta aqui,negativo
la que va a gobernar el pais,negativo
es claudia,negativo
siempre adelante y siempre segura de si misma yoclaudiasheinbaum,negativo
saludos querida coordinadora ,positivo
estamos con claudia,negativo
exelente trabajo,negativo
voto masivo para claudia sheinbaum,negativo
morena es el crimen organizado no te dejes enganar no voten por morena,positivo
coahuila presente,negativo
saludos doctora claudia,positivo
carlos eloy rodriguez,negativo
coahuila presente ,negativo
claudia sheinbaum siiii sin miedoooooooooo ,negativo
una mujer sera presidenta es claudia ,positivo
cada dia mas mexicanos se suman al proyecto de la doctora sheinbaum enhorabuena  un abrazo y un rabioso saludo,positivo
apoyo total dra claudia sheimbaun pardo ,positivo
claudia te amlo ,negativo
el relevo generacional mas vivo que nunca fuerza doctora claudia sheimbaum ,negativo
saludos desde acaponeta mayarit todos somos claudia,positivo
que gusto me da vamos con todo,positivo
cual es la frase q mas le impulso para triunfar en su carrera y sus metas dra claudia,positivo
coahuila presente,negativo
saludos doctora claudia sehibaum felicidades,positivo
genial,positivo
muy bien doctora ,negativo
muchas felicidades para ti amiga que dios te bendiga,positivo
y la derecha pasa unas fotos donde no hay mucha gente esto esta a reventar,negativo
respaldo total ,negativo
es claudia y esunhonorestarconobrador,negativo
lo mejor esta por venir pura 4t,negativo
viva la cuarta tranfomacion es claudia,negativo
excelente le mando un fuerte abrazo,positivo
siempre el bienestar de lo mexicano,negativo
todo es posible si confiamos en morena,positivo
excelentes resultados de las asambleas doctora claudia sheinbaum saludos desde cuauhtemoc chihuahua,positivo
saludos arriba la cuarta transformacion,positivo
lo compartimos,positivo
amiga alegria y animo saludos,positivo
el pueblo muestra el carino hacia morena y hacia la presidenta del 24 saludos,positivo
la transformacion la tenemos con morena y para que siga es claudia,negativo
lo mejor esta por venir pura 4t,negativo
viva nuestro presidente lopez obrador morena por siempre claudia proxima presidenta de mexico 2024 viva la 4t ,negativo
saludos dra sheinbaum,positivo
saludos desde oaxaca ,positivo
lo compartimos con mucho gusto saludos ,positivo
doctora nos puede dar un consejo para poder cumplir cada meta y sueno usted es un referente  donde nos hace ver que todo se puede lograr,positivo
siempre juntos siempre morena,negativo
 40 horas  ,negativo
una mujer sera presidenta es claudia ,positivo
dra claudia a la orden se espera que la alumna supere al maestro y estoy con usted,negativo
con toda la buena actitud doctora,positivo
saludos doctora sheinbaum mucho exito en todo desde pachuca hgo el pueblo mexicano lo apoya ,positivo
me caes bien claudia siempre te voy a apoyar,positivo
claro que si se puede jefa estamos contigo,negativo
enhorabuena,positivo
animo eres la buena,positivo
en cada rincon del estado de morelos tiene nuestro carino,negativo
que gusto me da vamos con todo,positivo
una mujer sera presidenta es claudia ,positivo
respaldo total ,negativo
todo mi apoyo doctora ,positivo
sigamos hacia adelante excelente doctora claudia sheinbaum es claudia tecnmacapulco tecnmguerrero,negativo
dra claudia digna sucesora,negativo
enhorabuena,positivo
claudia sheinbaum y eric cisneros lo mejor mexico brilla,negativo
eso ni se pregunta claro que mi voto para morena y recuerden hoy y siempre es claudia,negativo
viva la cuarta tranfomacion es claudia,negativo
estimada dra el avance contra los sindicatos blancos dio un pasito adelante sin embargo aun falta cristalizar logros en beneficio de los trabajadores,positivo
por ejemplo la empresa marken aqui en la cdmx no pago el aguinaldo del 2022 a varios trabajadores y el sindicato nada hizoporque es un sindicato donde el lider ni siquiera labora en la empresa,negativo
futura presidenta,positivo
lo compartimos,positivo
lo bueno esta por venir es claudia,negativo
claudia te amlo ,negativo
felicidades  claudia sheinbaum gerardo fernandez norona la 4t se sigue fortaleciendo,positivo
al 100,positivo
no mas lideres charros en los sindicatos de mexico se acabo el metodo de fidel velazquez que el que se mueva no sale en la foto los trabajadores deben ser respetados y bien pagados gobierno empresarios y trabajadores unidos como uno solo por la transformacion con educacion salud derechos y una economia fuerte para un mexico sano y sustentable ,positivo
una mujer sera presidenta es claudia ,positivo
sindicatos universitarios no te olvides claudia sheinbaum,negativo
no se olvide de tarjeta para las mujeres,positivo
apoyo total del sntss a la dra claudia sheinbaumseccionxxii hidalgo presente ,positivo
la desaparicion y sustitucion de las afores debe ser una propuesta de campana,negativo
viva la 4t,negativo
viva nuestra proxima presidenta,positivo
es claudia sheinbaum,negativo
que ganas que energia que pasion en hora buena proxima presidenta comstitucional de los estados unidos mexicanos,positivo
nuestra proxima presidenta de mexico la mejor de lo mejor dra claudia sheinbaum,positivo
es claudia2024,negativo
losmaestrosylas,negativo
maestrasdesinaloaconclaudia,negativo
es claudia,negativo
es claudia,negativo
que ganas que energia que pasion en hora buena proxima presidenta comstitucional de los estados unidos mexicanos,positivo
enlaencuestaclaudiaeslarespuesta,negativo
es claudia2024,negativo
es claudia,negativo
es claudia,negativo
es claudia2024,negativo
claudia ,negativo
este es el pueblo mexicano de estado de hidalgo mx  que da fe y confianza y el gran apoyo de la presentacion de la coordinadora dra claudia sheinbaum de la 4t de partido de morena sigue la esperanza en unidad,positivo
es claudia,negativo
es claudialamejoropcion,negativo
esperanza crisanto,positivo
es un honor robar con ladrador,negativo
el 90 de los ciudadanos estamos con claudia sheinbaum para presidenta de la republica 20242030,positivo
saludos dra claudia sheinbaum,positivo
aqui en tepic nayarit la la ctm  son unas ratas inmundas prianistas,negativo
es un honor  que la cuarta transformacion  llego a mexico para quedarse  y han trabajado mucho  como nunca se habia visto  en otros partidos mediocres  ni presidentes  este gobierno del  excelentisimo  senor presidente andres manuel lopez obrador  pero a mi ya me ilusionaron con  lo del aguinaldo doble  y yoporlas40horas  a la semana y dos dias de descanso   y si esto no se va a cumplir  pues entonces no se porque nos ilusionan  con semejante propuesta  reconozco que mucho de a avanzado  y felicito a la cuarta transformacion  pero no de vale hacer tanto escandalo  por algo que no se va a cumplir  las hermanas mexicanas tendrian tiempo para cuidar a sus peques  ya que hay miles de madres solteras hay les encargo ,negativo
gran representante nacional de mexico  dra claudia sheinbaum al 100,positivo
viva morena viva la cuarta viva la dra claudia para presidenta viva mexico y sus buenos mexicanos es tiempo de mujeres plan c en marcha voto masivo a morena,positivo
el profesor esteban barradas apoya a la draclaudia al 100,positivo
puro pinche ratero,negativo
vamos vamos con todo con flan c,negativo
seguimos haciendo historia ahora con la dra claudia sheinbaum pardo,negativo
q u e r e t a r o con claudia ,negativo
y en salud s e g u r o es claudia,negativo
mexicoconclaudi,negativo
a laesperanzanosu,negativo
ne es claudiapresid,negativo
enta2024,negativo
viva morena  es claudia,negativo
correlavoz somosmayoria elconocimientoe,negativo
spoder yovoyconclaudia claudia sheinbaum,negativo
4 t va,negativo
que tristeza ver la actitud mostrada en la foto definitivamente,negativo
no me parece convincente el oportunismo es evidente obviamente almo no mostraria algun apoyo a los palestinos siendo favorable a los judios con la claudia sheinbaum  quien al igual que su madre son de ascendencia judia,negativo
eres una mujer bien chingonabien preparada y con mucho carisma no como la sra xochilt galvez q hasta el titulo lo plagio,positivo
cuando votamos por obrador nos dijeron que era un peligro para mexico y los mexicanos superamos ese miedo en pro de sacar del gobierno el robo y el cinismo de politicos que se burlaban del pueblo mexicano robando a ojos vistos ahora el cinismo de este gobierno esta en imponer una agenda lgbt aborto y feminismo radical los mexicanos no permitimos la primera corrupcion y tampoco permitiremos esta segunda corrupcion que pervierte los principios morales de mexico,positivo
nuestra proxima presidenta de la republica sin duda felicidades dra,positivo
solo queria darte las gracias por todo el tiempo y el esfuerzo que has puesto para ayudarme con mi comercio de bitcoins gracias a usted sra fernanda e mansano he podido ganar algo de dinero extra y sentirme mas seguro en mis inversiones su orientacion y experiencia han sido invaluables y estoy muy agradecida de tenerlo como mi entrenador gracias de nuevo por todo lo que haces https,negativo
jajajajajaja no veo a mi lider petrolero jajajajaja,negativo
recibio usted a los sindicatos mas charros de mexico sobre todo al delincuente de juarez corrupto y prepotente,negativo
orgullo mexicano ,positivo
viva mexico viva la 4t viva claudia sheimbaum  proxima presidenta ,positivo
no hay rival  claudia presidenta la otra vulgar y ratera,negativo
oraci acarrearon mucha jente no como en el estadio azul es que ahora no dijeron tortas ahora dijeron de sentar por eso vinieron los acarreados,negativo
confederacion de trabajadores y sindicatos de mexico presente,positivo
sindicato amoxtli presente,negativo
eres la mejor despues del presidente de ahi sigue norona ,negativo
estas con toda la crema y nata lideres sindicales de todas las corrientes de mexico la crom sntss etc etc te estas poniendo abusada asegurando tu triunfo con los sindicatos como lo hizo norona al principio cdo compitia por la coordinacion de los comites etc norona es tu brazo derecho el sabe mucho conoce todo el pais y te puede llevar donde tu no has llegado conocido todo mexico y con las organizaciones etc tu sabes a que me refiero claudia y norona los dos grandes de morena pt,positivo
donde sera sus proximas visitas dra,positivo
saludos dra,positivo
en veracruz la apoyamos a ud pero queremos que dejen al ing eric cisneros por que la mayoria esta con el gano las encuestas a si como ud las gano y se respetono nos quieran imponer candidats por que para eso luchamos para que ahiga un cambio y recuerde no mentir  no robar y no traicioba,positivo
orgullo mexicano,positivo
viva mexico viva la 4t viva claudia sheimbaum  proxima presidenta ,positivo
jorge valencia cazola,positivo
casa llena para la dra claudia sheimbaum futura presidente de mexico ,positivo
fuera la rata de julieta garcia zepeda de morena fuera esa vividora,negativo
tiene todos mis votos pero harfuch no ha echo nada por morena clara esta desde el inicio del movimiento aunque pierda pero sera bien perdido y si clara no es candidata muchos le daremos nuestro voto a marcelo en mc o a quien tengan de candidato,positivo
pensaba darte mi voto pero asi como no nos valorizan a los maestros de mexico prefiero darle mi voto a otra persona y esto incluye a todos mis conocidos y familia ni un voto para morena,negativo
obrador solo nos esta desprestigiando,negativo
nada cambiara,positivo
ojala pongan a alex lebaron de delegado nacional de conagua pa regularizar todos los pozos clandestinos de chihuahua y de una vez hacer unos 600 mas necesitamos millones de metros cubicos de agua pa regar nuestras miles de hectareas de nogalitos y de una vez canalizamos todos los rios de chihuahua y les ponemos concreto asi salvamos a nuestros pueblos de las terribles inundaciones que ano con ano nos azotan ah y pos ya entrados en materia hacemos la presa palanganas y a lo mejor otras que al cabo el sabe de ecologia estuvo en el partido verde ecologista,negativo
por cierto el arsenico del agua que estamos tomando por mantos acuiferos sobreexplotados ayuda a matar las hormigas ya no necesitaremos comprar arsenico,negativo
que viva la 4t,negativo
en hora buena mi generala esa reunion no lo van a soportar en el frente amplio  ya que con ese trabajo  se desinflan moralmente  dios  te bendiga,positivo
dra claudia se debe revisar en el repse de la stps igual la acreditacion de las insourcing de cada responsable en cada region desde saber si estan en registro de titulo y cedula profesional ya que siguen habiendo muchos que no estan titulados y estan haciendo tramites ante instituciones en diversos rubros  la radiografia de cada consultoria se debe checar ya que las operaciones desde altas laborales en delegacion del imss en estados en escritorio y otros tramites de relevancia les falta auditoria los grandes pasos se han dado pero la etica correspondienteen responsabilidad,negativo
se debe apretar ya que lejos de que se recaude en multas en tramites es localizar desde un principio los actos de corrupcion ya que las dimensiones en muchos casos no sabemos todavia el nivel de operaciones ahi hay mucha fuga sin duda alguna asi la realidad ,positivo
ine e ineptos del prianrd querian eventos en lugares cerrados tengan para que aprendan ternuritas  todo les sale mal a los x,negativo
vamos con todo doctora claudia sheinbaum tlaxcala esta con usted,negativo
vamos mexico,positivo
pues nayarit esta pesimo el gobernador de morena a hecho un verdadero horror a los trabajadores y hasta ahorita no se han pronunciado el sigue haciendo y metiendo gente de contrato si prestaciones pero si pierden ya saben porque,negativo
viva claudia proxima presidenta de mexico viva morena mexicanos,positivo
los sindicatos son unos vendidos con las empresas y sus duenos,negativo
ellos jamas ven por los obreros,negativo
y me consta y doy fe la de las atrocidades y atropellos en el lugar donde laboro,negativo
obio con quien pueden solamente pero la mayoria de la gente sigue siendo muy ignorante,negativo
fuera los sindicatos vendidos  y ellos saben quienes son,negativo
jajajajajaj pero si nunca le diste nada a los sindicatos puro atole con el dedo que crees que son p3n,negativo
mientras tengan obreros que los aguanten seguira habiendo este tipo de partidosquedaras asi ,negativo
igualitos a los tiempos del pri,negativo
gracias por haber escuchado algo de lo que vivimos como sectores de oposicion al interior de esas organizaciones sindicales tambien le agradezco nos haya recibido el documento que justamente narra algo de la generalidad de lo que se vive muchas gracias dra claudia sheinbaum,positivo
comisionado contractual del stunam,negativo
profesores de asignatura y ayudantes de la facultad de ciencias unam,negativo
profesores de asignatura y ayudantes de la facultad de ciencias unam,negativo
edificaremos el 2d0 p15o del 4t ransformacion asentando la piedra angular de la que surgira laquinta transformacion llevada a cabo por un reelevo generacion a1 ,negativo
fr4ternidad universal,negativo
habla de aumento en el salario solo lo hizo en la frontera por para el sur sigue igual,negativo
yo q soy mas radical opino q debe de ser corrido del partido por dividir y por no acatar las reglas del juego politico fuera marcelo,negativo
bravo marcelo eres un activo en la transformacion,positivo
el que este libre de pecado que tire la primera piedra,negativo
perfectoese es el lado correcto de la historia,positivo
al enemigo siempre hay que tenerlo cerca ebrad ya mostro el cobre y creo que la mayoria de la gente lo esperaba asi como de ricardo montreal pero este fue mas prudente e inteligente a pesar de sus aspiraciones por el cargo,positivo
hizo lo correcto,positivo
