dato,predicciones
excelente inicioxochitlva2024  gracias por tu solidaridad con los abandonados eres de gran xx vamos a sacar a modena,positivo
vamos con todo xa3chitl con todo el animo y la chispeante actitud que te caracteriza no bajes la guardia  ,positivo
con todo mi cariao y buenos deceos te apoyo de coraza3n bendiciones a tu vida,positivo
wuauu que gesto mas hermoso llevarles un poco de esperanza a quiacnes perdieron todo xa3chitl galvez ruiz por eso y mas tendra el voto de millones de mexicanos que la llevaran a la silla presidencial,positivo
adelante hermosa seaora apoyo total,positivo
animo y que bueno que es guerrero un estado hermano,positivo
que hoy necesita mucho de todos,positivo
saludos,positivo
yo con xachitl galvez presidenta muy bien hasta la victoriaaaaaa,positivo
te felicito xochitl es un lugar que no se le ha prestado atencia3n todo por y para la gente que mas necesita,positivo
asa mero es mi senadora xa3chitl galvez ruiz ahora si te puedo llamar candidata y tao seras la primera mujer presidenta de mi macxico lindo y querido mifamiliateapoya,positivo
yo con xooochilt vaque va siempre pa adelante nunca pa atras,positivo
dios te bendiga xa3chitlsigue fuerte porque esto apenas empieza nos das esperanza xachitl va xachitl presidenta todo nuestro apoyo,positivo
xa3chitl presidenta,positivo
la esperanza es nuestra,positivo
xochitlpresidenta,positivo
muy noble gesto de tu parte xochitl humilde y y cerca de la gente que necesita mucho apoyo moral  saludos,positivo
ajua visitaste el pueblo de mi querida madre te compadeciste de mi gente de espinalillo coyuca de benitez guerrero  como no te voy a querer y a votar por ti arriba xochilt x acuacrdate de acapulco,positivo
vamos con tooodo,positivo
eso es un gobernante que ve y trabaja para el pueblo y con el pueblocon xochitl galvez ruiz,positivo
exelente te esperamos en reynosa,positivo
excelente trabajo de frente al sol,positivo
vamos contigo xochilt mexico nos necesita a a todos y que tu no representes,positivo
te admiro por tu fortaleza y generosidad macxico contigo,positivo
muchas felicidades xochitl todos los dias pido a nuestro seaor para que te acompaae y te proteja en tu gran misian,positivo
q buen arranque d xa3chitl la felicito lo q me preocupa como ciudadana es que los medios d comunicacia3n dicen q le preguntan ala gente q p quien votaraan y q un 40 no votaraan p xa3chitl entonces tanta gente q se ve en los eventos que nomas van p ir o que eso no entiendo ,positivo
poderdeterminacionfuerzacaractervisia3nmetasproyectosjusticia pazordenestadista augeplenitudmacxicomacxicosomos millones macxico es xochitl,positivo
delicias con xa3chitl maaana 3 de la tarde en el gimnasio municipal,positivo
xa3chitl con su actitud incansable y sus aptitudes por desarrollar una mejor y mayor democracia sino es la perfecta candidata lo que sa es es la ideal para estos momentos cruciales por superar el pasado y dirigirnos con todo al encuentro con el futuro,positivo
buen daa y dios les bendiga a todos los del equipo de la ing galvez en este inicio arduo de trabajo prudencia para evitar descalificaciones,positivo
excelente felicidades,positivo
estamos contigo xochitl,positivo
gracias por venir a apoyar a guerrero masaccionmenosdiscurso,positivo
feliz  inicio de tu campaaa xa3chitl,positivo
muy  muy bien ,positivo
excelente primero los mas necesitados vamos por guerrero en el 2024 sera todo el estado y el paas completo del frente amplio,positivo
vamos con todo xochitl tu seras nuestra presidenta dios te bendiga a ti y todas las personas que te acompaaan vamos ma xochitl ,positivo
vamos contigo hasta la victoria xochilt ,positivo
eres mujer y las mujeres somos muy capaces de llevar el barco a buen puerto  con animo y con fe ,positivo
xochitl dios te bendiga y te de salud para que puedas llegar a ser la presidenta de macxico que todos queremos,positivo
xochitlpresidenta2024,positivo
gracias por venir a coyuca de benatez eres una gran mujer queda resultado ,positivo
excelente arranque xachitl,positivo
estamos unidos al ver tanto abandono en este momento decisivo para ma0xico ,positivo
se pudo evitar tanto desastre si la cabeza hubiera consultado en una fuente fidedignaaEUR y si hubiera tenido en su coraza3n tantita humanidad al pueblo golpeadoaEUR,positivo
no lo tieneaEUR,negativo
ahora a reconstruir a guerrero y ma0xico ,positivo
con fuerza siempre a0xito,positivo
saludos candidata y pra3xima presidenta de la repaoblica con todo xochitl  con todo,positivo
esa actitud es entrega responsabilidad voluntad y decisia3n,positivo
bien  ojala la gente reconozca el trabajo y nos muestren tambiacn las imagenes donde se vea ese apoyo los avances y mejoras en la comunidad ,positivo
que asco de politico y peor aun de persona que quiere lucrar con las desgracias de los mexicanos pero que bueno que cada dia cae en las encuestas por buitre y carroaera,negativo
bienvenida a nuestro estado de guerrero xochitl mi voto para ta,positivo
excelente mensaje,positivo
bien xochitl claro que siempre nos acordaremos de acapulco  necesita la fuerza  de solidaridad de mexico ,positivo
si vamos xa3chitl eres tu nuestra candidata ganaremos es tiempo de union,positivo
claro que se puede vamos todos con xochitl la esperanza de mexico ,positivo
muchas felicidades xochitl,positivo
xa3chitl presidenta,positivo
ojala alguien del gobierno federal tuviera la empataa para caminar y escuchar a toda es gente que la esta pasando tan mal bien por ti,positivo
muchasimas suerte sra con toda la bendician  del todo poderoso la acompaae en ese largo camino estamos con la mexicana xingona xochitl  para presidente  saludos ,positivo
xochitl galvez para presidente de macxico,positivo
contigo xa3chitl por macxico por toda nuestra gente,positivo
apoyando a xa3chitl desde coahuila ,positivo
con xochitl duro hasta el triunfo,positivo
mexico merece eso y mas,positivo
bendiones y que viva mexico,positivo
felicidades mucho acxito y bendiciones para todos,positivo
xa3chitl galvez gran muestra de empataa con nuestros hermanos en desgracia un abrazo guerrero,positivo
xochitl presidenta adelante hasta el triunfo,positivo
vamos con todo por un mejor mexico,positivo
viva xochitl 2024,positivo
por un macxico mas pra3spero justo equilibrado saludos,positivo
asa de ese tamaao es nuestro compromiso mi xa3chitl voy contigo saludos desde milwaukee,positivo
excelente xa3chitl  estoy contigo no nos falles,positivo
con xochitl galvez hasta la victoria,positivo
con todo xa3chitl galvez ruiz porque ahora la esperanza nos pertece,positivo
todo el acxito del mundo xochitl,positivo
yo voy con xa3chitl galvez ruiz dyc desde empalme sonora todo mi apoyo,positivo
xa3chitl galvez ruiz te amo seras mi presidenta gracias por todo lo que haces mi voto va para ti,positivo
vamos viva xoxhitl galvez vamos con todo a remontar  no es algo imposible de lograr con todo,positivo
vamos con todo mi candidata a presidente tabasco esta cln xochil galvez,positivo
asa debe ser xa3chitl galvez ruiz siempre de lado de la gente para entender de verdad sus necesidades y conocer su sentir sin demagogia y sin tanto rollo caminando y dando pasos en firme rombo al 2024 viva xoxhitl galvez vamos con todopresidenta2024,positivo
bendiciones infinitasdyP,positivo
para quienes estamos arrepentidos porque traicionaron nuestra confianza tao eres quien nos la debe recuperar por un macxico democratico,positivo
avamos xochitl,positivo
adelante,positivo
salvemos macxico,positivo
y francisco i madero hgo para cuando,positivo
empieza por tu municipio que tanto amas y que has apoyado mucho,positivo
a lo mejor mi sabio y buen amigo rafael ceballos ya abria3 los ojos despues de ser abandonado por los gobernadores macedonios,positivo
vamos ingxa3chitl con todo acxito en su campaaa no esta sola la ciudadanaa esta con usted porquac somos fuertecomotao,positivo
macxico merece a xochitl ,positivo
xochitl soy potosino y soy apolatico pero voy a dar un voto de confianza contigo no defraudes a los paisanos guerrerenses en esta situacia3n tan delicada quac estan viviendo mi voto contigo,positivo
es pregunta alguien sabe apor quac no se registran los likes  en esta nota al marcarlo queda igual como estaba ,negativo
aaaxa3chitl para la presidencia de macxico,positivo
mujer inteligentepreparada trabajadora honesta y con mucha sensibilidad con la gente mas nesecitada,positivo
xochitl presidenta,positivo
soy uno de los primeros que estuvo chingue y chingue les comparto xochitl necesitas un grupo de coalicia3n exponencial en cada presentacia3n para cada evento acabo de ver la estancia en mi tierra chihuahua ella es lo que necesitamos pero le falta tabla es una cratica constructiva y lo hago de todo coraza3n animo,positivo
saludos a moxhil,positivo
muy bien xochitl les diste el primer lugar a guerrero que tanta ayuda necesita viva el frente amplio por mexico,positivo
nomas no nos quite los programas y votaremos por ud bendiciones,positivo
excelente con todo xochil sin mirar atras,positivo
la imparable xachitl galvez presidente,positivo
asa debe ser un presidente apoyar a los que menos tienen con echos no palabras,positivo
la experanza de macxico se es excribe con xxxxx ,positivo
bien por xa3chitl  gracias,positivo
una gran labor en esos lugares tan desamparados del gobierno y la gente ocupa mucho hoy,positivo
tu y todos somos el cambio xachitl 20242030 por el paas que amamos y queremos verlo crecer unidoviva ma0xico  con xachitl presidente  ,positivo
xolchilt  veremos muy pronto el triunfo,positivo
cuadese mucho senadora ese hombre es un ser sin sentimientos capaz de todo dios la proteja x el bien de macxico ,positivo
excelente xa3chitl eres una guerreraviva xochitl 2024,positivo
estamos contigo,positivo
los panistas vamos con xa3chitl galvez ruiz ,positivo
baaos con todo xochilt unidad y vamos adelante,positivo
exelente decisia3n y muestra de empatia con las regiones de guerrero vamos con todo para llevarla a la presidencia de macxico,positivo
xochiltgalvezpresidenta2024,positivo
viva xochitl 2024,positivo
viva xoxhitl galvez vamos con todo,positivo
xoichitlgailvez,positivo
presidenta,positivo
exelente inicio de campaaapor tu solidaridad con acapulco y muestra de humanidad y cariao felicidades,positivo
futura presidenta,positivo
presidenta xochilt,positivo
vamos xoxhitl ,positivo
su proyecto es nuestro xa3chitl galvez acxito,positivo
aca la estamos esperando en cd juarez chih ,positivo
presidenta ,positivo
1ro viva xochitl 2024 y despuacs tambiacn ,positivo
excelente inicio de precampaaa gracias por favorecer a nuestros hermanos guerrerenses,positivo
xa3chitl presidenta estamos contigo,positivo
presidenta,positivo
excelenteno solo una precampaaa aonica sino cercana a la genteolvadense del telepronter esto es a pie de tierra,positivo
de aqua pa delante xachitl galvez futura presidenta de mexico,positivo
ahora sa tengo confianza con xachitl de decir apoyo total al pri,positivo
seaora xochitl galvez mis respetos y estimas futura presidenta pido a dios nuestro seaor que la proteja y la guae que le de sabiduraa para seguir dando amor y esperanza a los hermanos de guerrero que tanto lo necesitan le reitero mis respetos y estimas ma0xico merece un mejor gobierno es la gran esperanza que cambia de manos dios con usted seaora xochitl galvez nuestra presidenta,positivo
que sencilla y amable xa3chitl galvez ruiz  sin duda nuestra pra3xima presidenta ,positivo
bendiciones para ti,positivo
vamos con xochitl galvez para presidenta de la repasblica,positivo
de los 3 candidatos lo que se ve xochitl muestra sus raaces a grandes rasgos esperemos que no prometa que muestre un proyecto realista y sa3lidosheinbau,positivo
n muestra un lucimiento personal todo lo que muestra son promesas que hicieron en el sexenio pasado y fallaron y descalificar a la oposicia3n es lo mismoel otro joven lastima se presta3 al juego del actual gobierno abandonando un trabajo que juro cumplir para debilitar a la oposicia3n e igual lucimiento personal,positivo
mucha suerte y acxito,positivo
gracias xochitl,positivo
vamos con todo xa3chitl galvez ruizz la esperanza de ma0xico,positivo
presidenta ,positivo
mi apoyo para xochitl futura presidenta de macxico,positivo
bien por eso,positivo
vamos todos a votar por viva xochitl 2024,positivo
recibe lo quedan y vota por el pan,positivo
tu fuerza comienza xochitl  vamos todos contigo igual de esperanza igual de logros igual de lucha igual de fuerza  por mexico por todos los mexicanos que aun creemos que se puede salvar el paas ,positivo
fuerzaxochitl,positivo
gracias por estar caminando y de la mano con nuestros hermanos mexicanos adios te bendice xa3chitl galvez,positivo
viva xoxhitl galvez vamos con todo,positivo
con todo el corazon ,positivo
arriba xachitl xxxx,positivo
vamos vamos,positivo
dios nos ayude ,positivo
todos con xa3chitl galvez ruiz,positivo
animo xochitl si decaer estamos con usted,positivo
xa3chitl presidente,positivo
mexico necesita de una mujer con pantalones,positivo
vamos xachitl cuenta con mi granito,positivo
xochitl galvez presidente 2024 mexico,positivo
mucho acxito xa3chitl vamos a ganar,positivo
viva mexico viva xochitl,positivo
con todo xochitl,positivo
adelante xochitl con nuestros hermanos en coyuca de benatez,positivo
asa necesitamos gobernantes incansables que estacn con la gente y no echando mentiras desde palacio animo xochitl la esperanza esta creciendo,positivo
arriba xochilt,positivo
vamos xochitl,positivo
siempre con xochitl,positivo
hace eso porque quiere llegar en la silla presidencial nomas hace hasta lo imposible para asa tomarse la foto pero cuando ya tenga el cargo ni se va acordar de la gente pobre,positivo
gracias xochilt por el detalle de apoyar a mi estado toda la gente desde coyuca de benitez hasta el ejido del podrido sufrimos del embate de otis el 98 de las viviendas y los negocios sufrieron pacrdidas y los diputados de morena no quisieron apoyar para la reconstruccia3n de acapulco y sus alrededores,positivo
vamos xochilt mirando hacaa adelante no mires para atras esta mucho mejor que comer quesadillaspatear balonesllevar cubetasmanejarbicicletacomer elotes abrasar niaos y abuelos y besarlos yo siento que vaya ustes ahi en acapulco los abandonadosahi,positivo
donde estan la delincuencia y la gente esta saliendo de sus comunidades como comalapa chiapas y lasierra ymuchas partes de mexico que ay desplasados haga videos del dolor de ls gente y los acompaae eso si seria una campaaa diferente y valiente ganaria votos pero no por publicidad sino porque esta cerca de lacarencia y necesidad de lagente y desenmascarar las mentiras pero si discursos si no con fotosy videos de la verda de la pobreza de la gente ahi si sers una campaaa verdadera como decia colosio veo un pais con hambre de justicia vamos xochilt,positivo
bravo,positivo
excelente,positivo
das lastima ven a acapulco aca si se nesecita ayuda,positivo
xochitl presidenta,positivo
pa delante xochitl,positivo
vamos todos con xochitl,positivo
xochitl ya tienes mi voto,positivo
te amo xochitl,positivo
estamos listos para trabajar xochil presidenta ,positivo
yo con xochitl ,positivo
que dios nuestro seaor bendiga el camino de nuestra candidata a la presidencia de la repaoblica mexicana la senadora xa3chitl galvez ruiz,positivo
la senadora xa3chitl galvez y todos los mexicanos que empezamos esta lucha con ella pueden entrar cientos de candidatos para la presidencia nosotros los que iniciamos este camino con ella y vamos hasta el final porque vamos a conseguir la banda de la repaoblica para ella,positivo
vamos contigo sochitl,positivo
con todo xochitl tu eres la esperanza,positivo
ya empezaste hacer tu truco pura maaa eres,positivo
tenemos hambre de sed,negativo
xa3chitl,positivo
vamos con xochitl galvez nuestra pra3xima presidenta dios con nosotros,positivo
aplausos,positivo
xa3chitl sera presidenta,positivo
que chantaje,negativo
eres mi candidata xa3chitl galvez ruiz,positivo
si se necesita un gobierno que escuche y el de usted no es jajajaja ,negativo
mexxochitl hoy iniciamos con ud una carrera de alto significado para nuestro mexico deseo excito aara todos llsmexicanos aue buscamos la union respeto orden justicia y paz,positivo
xochitl galvez saludos gracias presidenta saludos ,positivo
por nuestro bello macxico adelante,positivo
seguro que habra un enorme cambio,positivo
aqua hay inteligencia proyecto ganas de ver a un macxico  prospero ,positivo
xachitl ,positivo
viva xochitl 2024,positivo
xochitlpresidenta2024,positivo
bien xochitl es lo que necesitamos un gobierno que se preocupe por su genteque este cercana a la poblacion,positivo
su marcha fue un reflejo de lo quac ha sido es y sera su campaaa un fracaso rodeada a penas de unos cuantos,negativo
correcto,positivo
vamos xa3chitl galvez ruiz estamos contigo,positivo
estan en la ollaperdedora,negativo
 contigo ni a la esquinaratita,negativo
buen inicio de campaaa ,positivo
somos xachitl ,positivo
tkm coyuca anais balanzar,positivo
todos apoyando a xa3chitl,positivo
hasta la victoria xa3chitl galvez ruiz,positivo
con el pie derecho inicias hoy la marcha de la esperanza en guerrero viva la unidad y levantar la armonaa del pueblo llegaremos al triunfo en el 2024 viva xochitl galvez presidente,positivo
ustedes ya tuvieron su oportunidad y solo saquearon al pueblo y con su cartel de violencia inmobiliario sus bardas sin terminar al igual que hospitales pudieron ayudar a los niaos que se quemaron en la guarderaa abc y no permitieron el trasladoahora resulta que les importa el pueblo si todo el tiempo esta a favor de extranjeros sin importar que macxico caiga en manos de otros paases solo defienden sus interesesy su rapido y furioso con su genaro garcaa luna al frente de ka mafia y hoy con el cabeza de vaca que esta pra3fugo y en tu gabinete de seguridad hasta el que implementa3 el fibaproa y usted xochil sin fuero ya estaraa llevado juicio por sus malas manas al cobijo del pueblo,negativo
no todo es fotografaa  macxico necesita mujeres decididas adelante mi xachitl vamos con todo,positivo
al primer lanzamiento hit de xa3chitl,positivo
ese inicio en coyuca bien,positivo
no somos adversarios no somos enemigos no somos contrarios consideramos que no estamos bien y queremos un cambio,positivo
eso es mi pra3xima presidenta baaate de pueblo,positivo
adelante xochitl galvez puro para delante sin duda tu seras la presidenta de ma0xico ,positivo
una mujer va a salvar a mexico ella es xochitl galvez,positivo
voy xa3chitl,positivo
xochitl galvez es la praxima presidenta de ma0xico,positivo
la que no quiso donar un mes de su sueldo la que junto una despensa raquatica y ademas le puso su nombre a todos los alimentos que recolecto de otras personas es sina3nimo de bajeza y utiliza la tragedia para su politiqueraa,positivo
excelente,positivo
vamos con xochitl espero y vengas al puerto de manzanillo,positivo
a rio revuelto ganancia de pescadores aprovechar la situacia3n y las condiciones para sacar votos en las eleccionesya despuacs sera otra cosa mariposa,negativo
wey ya ,negativo
y a todos los ciudadanos que desean un cambio y un futuro seguro y mejor,positivo
como debaa de ser de toda una seaora presidenta,positivo
mensaje dirigido a toda la repaoblica mexicana hagamos conciencia basta de abstencionismo,positivo
vamos todos con xochitl galvez,positivo
adelante xochitl ,positivo
muy bien xochitl ,positivo
xochitl presidenta 2024,positivo
excelente visita de la candidata xochilt a coyuca de benatez  guerrero  tenemos candidata humilde  sencilla y ademas un ser humano que viene desde abajo a base del esfuerzo y quiacn sabe comprender y entender como somos nosotros y quiacnes somos como mexicanos y tenemos toda la esperanza de que rescate a nuestro paas macxico  y ya no queremos mas que corra sangre en todo el paas  y si queremos buena economaa y queremos trabajo y queremos infraestructura,positivo
s para todos los estados y queremos vivir en paz que la sociedad mexicana sea libre de la violencia y con la senadora xochilt se puede lograr  claro que sa y vamos con todo con nuestra candidata xochilt ,positivo
asa debe ser de territorio la senadora xochitl galvez no la otra que anda con guaruras y carros blindados al estilo viejo pri primor,negativo
vamos xa3chitl galvez ruiz,positivo
presidenta,positivo
debera ser toda una hazaaa tu pre y campaaa,positivo
voy contigo xochitl va mi voto,positivo
ojala guerrero demuestre y vote por quien sa los esta apoyando y no por quien de esconde en su palacio diciendo que en la emergencia a acapulco afortunadamente les fue bien,positivo
cuando estacs en las urnas acuerdatedeacapulco,positivo
yo con xa3chitl galvez ruiz,positivo
humanidadempataarespeto y coraza3n viva xoxhitl galvez vamos con todo presidenta2024     ya basta de revanchismoresentimiento e indolencia,positivo
viva xoxhitl galvez vamos con todo eres nuestra esperanzaaEUR xochitlpresidenta2024,positivo
tienes que recorrer todo guerrero oaxaca michoacan zacatecasdurando zonas marginadas donde la caridad atrapa a los votantes,positivo
xcitl prexidenta ,positivo
xachitl presidenta ,positivo
xachitl presidenta ,positivo
xachitl presidenta ,positivo
xachitl presidenta ,positivo
xachitl presidenta ,positivo
asa se ase candidata ya le pusiste la primera al kakas,positivo
aacuenta conmigo xa3chitl,positivo
x eso luego se pierde xq no hacen convocatoria habierta siempre nadamas un grupo cerrado se entera 30 aaos d ser priista y ni cuenta m di,positivo
hastalapresidenciaymas mi querida xa3chitl con todo por macxico,positivo
viva xochitl 2024 eres la esperanza de muchasimos mexicanos ,positivo
excelente inicio de campaaa con empataa sensibilidad y mucho amor para nuestros hermanos de guerrero enhorabuena buena mi querida xa3chitl galvez ruiz viva xoxhitl galvez vamos con todopr esidenta2024 el pueblo esta contigo  fuerza mexico,positivo
asa sac hace xochitl con hechos todo por un guerrero mejor,positivo
gracias xa3chitl por empezar tu campaaa con los guerrerenses tan olvidados e ignorados por este gobierno de 4ta,positivo
dios te guae y te acompaae hasta llegar a la presidencia,positivo
xa3chitl xa3chitl xa3chitl ,positivo
xochitl galvez pra3xima presidenta de macxico 2024,positivo
mexico merece alguien como tu para sacar al paas adelante xa3chitl galvez presidenta viva  mexico,positivo
excelente mi futura presidenta ,positivo
guerrero no estas sa3lo aoperxa3chitl convocando a la sociedad civil,positivo
bendiciones viva xochitl 2024 el tiempo llego y emprenderemos una campaaa historicady 14dy 14dy 14,positivo
viva xoxhitl galvez vamos con todo presidenta2024,positivo
excelenteoja,positivo
la viacramos tambiacn al kks y a la guajolota,negativo
xochil firmes y adelante la meta es el triunfo a trabajar duro,positivo
vamos bien vamos fuertes,positivo
vamos con viva xoxhitl galvez vamos con todo,positivo
glv aguascalientes,positivo
por la grandeza y el honor de macxico ,positivo
vamos con xa3chitl galvez para presidente de macxico,positivo
gran acapulco volvera de nuevo con mas fuerza,positivo
aunque les duela y les lastime xa3chitl sera el futuro de mi macxico xa3chitlgalvezsenadoraluchadora,positivo
vamos xochitl,positivo
eso es todo maestra canuta,positivo
guerrero fuel primr estado que apoyo a moren y lopez obraor y cuando necesitan la ayuda les dan un paatda en el trasero asi es moren y lopez obardor,negativo
vamos xochitl de noche no se nota que nadie va a acompaaarla,positivo
xochiltgalvez presidenta2024,positivo
viva xochitl 2024,positivo
fuerza rosa ,positivo
carroaeros a mas no poder,negativo
xochitl va  presidenta xochitl va  yoooo con xochitl presidenta ,positivo
esooooxachitl bienda0jate de  discursitos  enfadosos por television y radio y manos a la obra  no necesitas mas aoeachitl presidenta aoe 20242030,positivo
xochitl galvez ruiz presidenta de mexico,positivo
vamos con todo seaora xochilt galvez pra3xima presidente de macxico ,positivo
a donde el inaotil de palacio no se ha podido parar porque para el otras cosas son mas importantes y bien por quien tiene una idea clara de las necesidades del pueblo,positivo
seaor presidente porfavor le podemos de coraza3n que quiten la regla de cero tatuajes en el ejercito mexicano para poder ingresar ya estamos artos de que por un tatuaje nos discrimen nuestro propio ejacrcito de macxico somos muchos que queremos entrar alas filas y poder combatir la delincuencia en macxico pero hay filtros que son enbanos por eso muchos se van de malandros porque no les dan la oportunidad de pertenecer por tatuajes que en si no significan nada mi voto sera para quien quite esos filtros que no nos permiten pider demostrar que con tatuajes podemos honrar nuestra patria y poner en alto el nombre de mexico noaladiscrimina,positivo
cionaltatuajeen,negativo
estamos con tigo xochilt galvez ruaz primero dios de aqua hasta el 2024 felicitaciones por iniciar tu campaaa,positivo
presidenta2024 ,positivo
xochitlfuerzaycoraje xochitlfrenteampliopormacx,positivo
fuerzarosa xochitltuexperanzamiexperanzanuestraexperanza,positivo
viva xoxhitl galvez vamos con todo,positivo
viva xoxhitl galvez vamos con todo va,positivo
xochitlconmexicoypormexico,positivo
mexicomerecemas,positivo
xochitlva,positivo
unidospormexico xochitloversmx emprendedoresconxochitl,positivo
xochitlconxovenesxingones,positivo
todossomosxochitl ejercitoazulfuerzarosa,positivo
xochitlvalfrente,positivo
xochitlarriba,positivo
xxochitlnuestra,positivo
heroe,positivo
xochitlfuerzarosa,positivo
xochitlhaciaeltriunfo,positivo
xochitlporelcambio,positivo
xichitlaganar,positivo
xochitlporlapaz,positivo
vamosaganar,positivo
fuerzarosa viva xochitl 2024,positivo
viva xochitl 2024 ,positivo
xochitl,positivo
yovoyconxochitl,positivo
contodoelcoraza3n,positivo
viva xochitl 2024,positivo
fuerte como tu,positivo
xoichitlpresidenta2024,positivo
xoichitlpresidenta2024,positivo
viva xoxhitl galvez vamos con todo presidenta 2024,positivo
viva xochitl galvez pra3xima presidenta de macxico xochitl con todo va,positivo
y porque esperaste a ser precandidata como civil o senadora tambiacn pudiste ir o no puro show y lucro con la desgracia ajena,negativo
ya les dijiste lo que decaas tambiacn que tiene mas derecho un empresario porque paga mas que un ciudadano comaon,negativo
con todo xochitl vamos a sacar a ese buey del palacio que se vaya a su rancho o directo a la carcel,positivo
vamos con todo xochitl galvez,positivo
xochitlpresidenta2024,positivo
xa3chitl nuestra pra3xima presidenta,positivo
vamos con xa3chitl galvez presidenta,positivo
viva xoxhitl galvez vamos con todopresidenta2024,positivo
xochiltgalvezpresidenta2024,positivo
excelente mi xa3chitl vamos con todo y vamos a ganar ,positivo
quien aspira a ser la presidenta de los estados unidos mexicanos macxico debe unir no dividir a laslos ciudadanos e iniciar a recomponer la realidad actual  x mirar y acompaaar a los habitantes que la estan padeciendo guerrero es macxico y nadie nadie esta exento de desastres y cslsmifsfrd x,positivo
adelante seaora xochil todo mk apoyo para ese cambio que se necesita,positivo
ingeniera xochitlla esperanza de macxico  y futura presidenta le deseo mucha suerte en este su inicio de campaaay muy confiado en que usted sera nuestra presidentami familia estamos al con ud,positivo
todos a votar y actualizar su ine,positivo
vamos a rescatar macxico esto no es por ningaon partido es por macxico xochiltgalvezpr,positivo
presidenta cuautlamor,positivo
revolucionarios,positivo
pormexico,positivo
no tiene ni la mas manima vergaoeenza explotar una tragedia para hacer campaaa polatica solo aparecerse para tomarse fotos con los afectados,negativo
axachitl me devolvia3 la esperanza,positivo
yoconxochitl,positivo
xochitlva,positivo
andalexa3chitl,positivo
xochitlpresidenta,positivo
viva xoxhitl galvez vamos con todo,positivo
yovoyconxochitl,positivo
oh vaya otro candidato a polatico utilizando la tragedia para armar su propaganda que novedad,negativo
vamos con todo xochitl,positivo
xa3chitl va 2024 ,positivo
nmm seaora inicia su campaaa pedorr con la tragedia por delante no pues poca mdreeee usted da asco,positivo
tao si te preocupas por la gente de guerrero y acapulco no como el merolico de las maaaneras,positivo
vamos xa3chitl no t rajes,positivo
disfruta tu  de  sigue durmiendo aunque empezaste hace dos aaos la carrera apenas empieza preparate porque te voy a rebasar por la izquierda por la derecha o el centro,positivo
xochitl si va a guerrero,positivo
xa3chitl galvez ruiz vamos ,positivo
eso es todo mi reyna en ratos a pie y en ratos andandosi,positivo
se puede ojala no nos defraude cuando gane e incluya en su gabinete a los mismos politicos que por causa de ellos este pueblo voto por obrador lopezojala mi reynaojala,positivo
todo esta muy bien xa3chitl galvez ruiz nada mas ya no te cagues de risa con cosas serias,negativo
 no hay que dejar que los chairos mierdenistas ataquen a la praxima presidenta de ma0xico xochitl galvez recuerden que trataran de tumbarla a como de lugar con difamacianes y falsos argumentos,positivo
xochitl xochitl por un mexico que mejor que merecemos todos  ,positivo
vieja oportunista,negativo
xachitl ,positivo
con todo xoxhitl,positivo
y ya saben guerrerenses a votar x xochitl ni un voto a morena ya ven q les a echo este gobierno los abandono,positivo
viva xoxhitl galvez vamos con todopresidenta2024,positivo
muy buena idea y buena propuesta lo malo es que la gente por alla es muy mal agradecida y son profundamente chayros,positivo
viva xoxhitl galvez vamos con todo mexicoestucasa,positivo
xochiltgalvezpresidenta2024 xochitlva orgullo mexicano,positivo
fue un placer conocerte morena pero a nosotros los mexicanos ya no nos engaaan aoeoedy 14 y ya no queremos que siga destruyendo al paas  queremos reconstruir el paas con una ingenierady,positivo
aaaviva macxico viva la democracia todos al rescate de nuestro pais,positivo
no se dejen engaaar x esta pan zona chis mosa grosera irres petuosa   al rato les dara una patada  tontos o ignorantes si le creen,negativo
ella es xa3chitl galvez ruiz  y su gran trayectoria en favor de un macxico mas justo y pra3spero le ha ganado el coraza3n de muchos mexicanos ,positivo
hoy comienza el camino hacia el macxico que soaamos y merecemos avamos juntos con xa3chitl fuertecomotao ,positivo
xochilovers macxicomerecemas,positivo
contodoelcoraza3n xa3chitlva xa3chitlvasinaloa sinaloense sinaloamexico sinaloa culiacansinaloa culiacan,positivo
asigue las redes sociales de xochilovers xochitl va sinaloa ,positivo
senadora galvez ojala que todo su esfuerzo que esta haciendo para concientizar a los habitantes de varios estados de nuestro pais tenga buebos resultados,positivo
hecha juicio botarga baoscale y no hay los mexicanos te decimos bay,negativo
no te olvides de guerrero como los de morena,positivo
todos con xa3chitl,positivo
hay que visitar las zonas aledaaas al puerto de acapulcohay muchas colonias que estan a pie de carretera y necesitan el apoyo urgenteporque no han llegado despensas para esta pobre gente,positivo
a ma me da asco la gelatina aguada,negativo
todavaa hay gente q creen en esta corrupta y lis partidos q la acompaaan,negativo
vamos xochitl hacia la presidencia 2024 con fuerza y esperanza para un paas pra3spero y libre de odio,positivo
la admiro por su caracter y preparacia3n,positivo
bravo pa delante vamos a ganar ,positivo
presidentaa,positivo
ver por que no va la gente de morena a acapulcoque temen,positivo
muy buenos daas seaora xochitl galvez xa3chitl galvez ruiz buen inicio de semana ,positivo
