dato,predicciones
excelentes propuestas fundamental el tema de la mejora en el transporte delamanoconjalisco,positivo
con todo lemus a ganar jalisco por todos los ciudadanos jalisconaranjaestucasa,negativo
gran proyecto la linea 4 de verdad que vamos por un jalisco mejor delamanoconjalisco,negativo
maynes maynes maynes presidente,negativo
dos personas trabajadoras  y que dan resultados jalisconaranjaestucasa,positivo
con todo mi gober sin duda vamos por un mejor jalisco con mejor movilidad jalisconaranjaestucasa,positivo
que padres todos los proyectos que traen y que sin duda se cumpliran lemusxjalisco,positivo
felicidades por jalisco vamos con todo con pablo lemus navarro y para tlajomulco gerardo quirino velazquez chavez enhorabuena por nuestro proximo gobernador de jalisco y nuestro proximo presidente de tlajomulco enhorabuena mi quiri jr,positivo
con todo lemus vamos a ganar lemusxjalisco,negativo
gerardoquirinopablolemus,negativo
animo jaliscoapoyo total a lemus,positivo
vamos cuidamosloquequeremos,negativo
por un mejor jalisco apoyo total a lemus,positivo
yo soy pablo lemus el numero 1,negativo
asi se habla vamos con todo,negativo
arriba las super chivas apoyo total a lemus,positivo
que bonito  apoyo total a lemus,positivo
hoy ganan las chivas y el dos de junio gana lemus yoxlemus,negativo
vamos rebano estamos contigo apoyo total a lemus,positivo
que ganen las chivas  apoyo total a lemus,positivo
vamos por jalisco renovado todosconlemus,negativo
vamos con todo mi proximo gobernador somospablolemus  trae la de las poderosisimas,positivo
vamos sr gobernador apoyo total a lemus,positivo
contigo lemus cuidamosloqueremos,negativo
sabe de buen futbol  apoyo total a lemus,positivo
animo gobernador  somospablolemus,positivo
animo jalisco apoyo total a lemus,positivo
vamos chivas apoyo total a lemus,positivo
lemus gobernador y chivas lo mejor,negativo
arriba las chivas,negativo
el mejor sin duda apoyo total a lemus,positivo
animo y arriba las chivas apoyo total a lemus,positivo
con todo pablo lemus abrazo por eljaliscoquequiero,positivo
yo  jalisco yoxlemus,negativo
no es posible ya no gastes mas y mejor usalo en reparacion o inversion en jalisco ya sabemos que esta arreglado tu ganaras pero estaremos al pendiente de tus actividades y que no robes mas,negativo
animo jaliscoapoyo total a lemus,positivo
animo apoyo total a lemus,positivo
el futuro gober le va al mejor equipo yoxlemus,positivo
buen dia lic lemus bendiciones,positivo
que le cuesta al futuro gober reconocer al mejor equipo,positivo
dale dale rebano eso es todo mi lemus jaliscosiemprenaranja,negativo
apoyando al mejor de los mejores jaliscosiemprenaranja,positivo
pobre paisano todovia es inocente,negativo
vamos jalisco cuidamosloqueqieremos,negativo
hoy ganan las chivas animo delamanoconjalisco,positivo
saludos mi gober usted sabe cual es el mejor equipo jaliscosiemprenaranja,positivo
que bonito traje bordado lemusxjalisco,positivo
animo lemus a ganar como las chivas yoxlemus,positivo
gobernador usted ganando en todos los aspectos lemusxjalisco,negativo
todos somos chivistas jaliscosiemprenaranja,negativo
vamos lemus arriba las chivas yoxlemus,negativo
venga mi buen lemus apoyando al rebano jaliscosiemprenaranja,positivo
ibamos bien voy por ti pero por chivas nel sumaconlemus equipoisraelorozco,negativo
eso es todo apoyando al mejor delamanoconjalisco,positivo
arriba las chivas  apoyo total a lemus,positivo
vamos con todo apoyo total a lemus,positivo
arriba el atlas apoyo total a lemus,positivo
arriba las chivas apoyo total a lemus,positivo
animo jalisco  somospablolemus,positivo
animo jalisco somospablolemus,positivo
arriba el atlas  somospablolemus,negativo
zimpotehui,negativo
hermoso puerto vallartaapoyo total a lemus,positivo
vamos con todo sr gobernador apoyo total a lemus,positivo
muy bien recibido gobernador felicidades apoyo total a lemus,positivo
muy buen recibimiento lo que ud se merece apoyo total a lemus,positivo
vamos con todo  maynez lemus y frangie,negativo
bienvenido siempre futuro gobernador,positivo
que siga la ola  en vallarta jalisco y mexico apoyo total a lemus,positivo
animo proximo gobernador apoyo total a lemus,positivo
animo gobernador todosconlemus,positivo
apoyo total a lemus  animo jalisco,positivo
vallarta te recibe con gran asistencia con todoapoyo total a lemus,negativo
animo jalisco  zapopanconlemus,positivo
apoyo total a lemus por jalisco y su gente,positivo
vamos a arrasar por todo el estado somospablolemus,negativo
vamos jalisco  vamos con todo somospablolemus,negativo
eso,negativo
gobernadorlemus,negativo
apoyo total a lemus,positivo
vamos vamos lemus apoyo total a lemus,positivo
 animo jalisco,positivo
fuiste a ver que mas te robas,negativo
vamos apoyo total a lemus,positivo
contigo lemus,negativo
apoyo total a lemus,positivo
animos jalisco apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
vamos unidos por jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
chingon mi gober sumaconlemus equipoisraelorozco,negativo
vamos con todo apoyo total a lemus,positivo
felicidades gobernador animo apoyo total a lemus,positivo
bonitas muestras de carino de la gente apoyo total a lemus,positivo
bien y de buenas sr gobernador apoyo total a lemus,positivo
vamos con todo apoyo total a lemus,positivo
animo senor lemus   apoyo total a lemus,positivo
que buen detalle sumacinlemus,negativo
yo  jaliscoapoyo total a lemus,negativo
en todo jalisco es bien visto gobernador felicidades   apoyo total a lemus,positivo
vamos con todosumaconlemus,negativo
buen detalle  con todo jalisco apoyo total a lemus,positivo
vamos a ganar ya es hora de hacer cambios para el pueblo,negativo
todosconlemus,negativo
preste para las retas somospablolemus,negativo
proximo gobernador  del estado apoyo total a lemus,positivo
muy bien  yosoylemus,negativo
animo lemus  zapopanconlemus,positivo
muy bonito detalle apoyo total a lemus,positivo
apoyo total a lemus,positivo
cuidemosloquequeremos,negativo
y  jalisco apoyo total a lemus,positivo
con todo jalisco  somospablolemus,negativo
animojalisco,negativo
excelente    apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus  animo jalisco,positivo
apoyo total a lemus,positivo
animo lemus  somospablolemus,positivo
apoyo total a lemus,positivo
a seguir trabajando apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus echele ganas,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
buen detalleapoyo total a lemus,negativo
apoyo total a lemus,positivo
que detalle mochese mi gober sumaconlemus equipoisraelorozco,negativo
asi se hacen los balones apoyo total a lemus,positivo
vamos con todo   apoyo total a lemus,positivo
con todo sr gobernador apoyo total a lemus,positivo
a ganar gobernador animo apoyo total a lemus,positivo
animo cuidamosloquequeremos,positivo
que bello recibimiento apoyo total a lemus,positivo
gobernador apoyo total a lemus,positivo
vamos unidos apoyo total a lemus,positivo
nada nos detiene  zapopanconlemus,negativo
vamos sr lemus candidato a gobernador de jalisco mexico ejemplo para todo servidor publico de la republica mexicana,positivo
siempre jalisco apoyo total a lemus,positivo
san gabriel contigo pablo vamos con todo sumaconlemus equipoisraelorozco,negativo
hacia mucho tiempo que no se ve un candidato con ese carisma apoyo total a lemus,positivo
vamos senor lemus a darle con todo jaliscosiemprenaranja,negativo
siempre jalisco y su gente tan alegre lemusxjalisco,negativo
hermoso pueblo todosconlemus,positivo
vamos con todo lic lemus lo felicito mas que nada por los compromisos hechos con san gabriel aqui sera bienvenido nuestro municipio es muy atento,positivo
lemus y david adelante,negativo
con todo lemus estamos contigo delamanoconjalisco,negativo
que bonito recibimiento de parte de todos delamanoconjalisco,positivo
vamos con lemus        yjalisco,negativo
preguntale a lemos donde esta el equipo de bomberos guadalajara por que no han equipado con unidades todas obsoletas nada mas cuentan con una motobomba para toda la ciudad digale donde esta el presupuesto de bomberos guadalajara,negativo
animo a seguir trabajando  somospablolemus,negativo
animo jalisco apoyo total a lemus,positivo
yo   jalisco apoyo total a lemus,positivo
3327274663 la reyna de los ninos hablame amigo vamos contodo los pequenos y yo te amamos tengo un reconocimiento que otorgarte manana,positivo
animo pablozapopanconlemus,positivo
vamos lemus a ganar se ha dicho lemusxjalisco,negativo
a ganar lemus apoyo total a lemus,positivo
los jaliscienses estamos contigo apoyo total a lemus,positivo
apoyo total a lemus,positivo
ese dia ayi andabamos apoyando a nuestro futuro gran amigo gobernador pablo lemus navarro te quiero gran amigo eres el mejor vamos contodo manana es el evento de los ninos espero contar con tu presensia dar una alegria es manana alas 4 pm  mi numero gr ver mas,positivo
lemus gobernador apoyo total a lemus,positivo
a ganar lemus apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
apoyo total a lemus a ganar,positivo
animo jalisco apoyo total a lemus,positivo
apoyo total a lemus vamos,positivo
vamos jocotepec apoyo total a lemus,positivo
apoyo total a lemus,positivo
ribera de chapala animo gobernador apoyo total a lemus,positivo
vamos pablo  zapopanconlemus,negativo
animo jalisco todosconlemus,positivo
hermosa vista apoyo total a lemus,positivo
yo  jaliscoapoyo total a lemus,negativo
animo jalisco a ganar apoyo total a lemus,positivo
apoyo total a lemus lo mejor esta por llegar,positivo
rechulo jocotepec sumaconlemus equipoisraelorozco,negativo
hermosa vista apoyo total a lemus,positivo
vamos con todosumaconlemus,negativo
vamos jaliscoapoyo total a lemus,negativo
hay que ir a la birria con el tartamudo pablo lemus abrazo por eljaliscoquequiero,positivo
gran vista somospablolemus,negativo
animo joco somospablolemus,positivo
hermosa vista a ganar y  jalisco,negativo
vamos con todo  zapopanconlemus,negativo
apoyo total a lemus,positivo
el dia del trabajo trabajando apoyo total a lemus,positivo
apoyo total a lemus,positivo
vamos lemus apoyo total a lemus,positivo
cuidemosloquequeremos,negativo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animopablo somospablolemus,negativo
animo jalisco yosoylemus,positivo
animo jalisco animo gobernador  apoyo total a lemus,positivo
anda viendo si tambien se queda con esos terrenosaguas,negativo
bonita vista animo apoyo total a lemus,positivo
vamos gobernador apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jalisco  apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jocotepec apoyo total a lemus,positivo
apoyo total a lemus,positivo
que bello paisaje   apoyo total a lemus,positivo
la legendaria comala animo gobernador apoyo total a lemus,positivo
con toda la actitud  pablo  a ganar somospablolemus,negativo
jalisco es    apoyo total a lemus,positivo
somospablolemus siempre juntos,negativo
que hermoso fue poder verla apoyo total a lemus,positivo
sin duda vamos a ganar somospablolemus,positivo
a eso llamo solidaridad y un gran presagioanimo guadalajara animo jalisco,positivo
animo guadalajara mucho exito y bendiciones,positivo
hermosa vista y a ganar este 2 de junio animo  apoyo total a lemus,positivo
definitivamente sr gobernador  apoyo total a lemus,positivo
sin duda vamos a ganarapoyo total a lemus,positivo
es una senal divina que auncia el triundo y victoria de jalisco jaliscosiemprenaranja,positivo
sin duda todos lo sabemos apoyo total a lemus,positivo
los astros predicen el exito jaliscosiemprenaranja,negativo
sin duda estos dias la luna sea pintado  muy bonita luna a ganar  jalisco,positivo
por un mejor jalisco pablo lemus gobernador apoyo total a lemus,positivo
apoyo total a lemus vamos,positivo
sabemos que eres le bueno para gobernar jalisco con  todo jaliscosiemprenaranja,negativo
muchas gracias por todo el apoyo daniel a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
sabemos que vas a chambear por y para el bien de jalisco lemusxjalisco,negativo
muchas gracias por el apoyo juan vamos a seguir trabajando por las y los jaliscienses animo jalisco a ganar,positivo
obra estrategica bien gobernador apoyo total a lemus,positivo
que importanteapoyo total a lemus,negativo
vamooooos si se puede apoyo total a lemus,positivo
vamos jalisco todosconlemua,negativo
muchisima suerte lemus delamanoconjalisco,positivo
excelente proyecto apoyo total a lemus,positivo
a luchar por la justicia vamos con todo mi supergober saludos mi querido amigo pablo lemus,positivo
lemus es la mejor opcion  zapopanconlemus,positivo
es la mejor propuesta la linea 5 si esta mejor estructurada que la que propone morena lemusxjalisco,negativo
buenas propuestas y a ganar  apoyo total a lemus,positivo
esta es la mejor propuesta y la que mas espero delamanoconjalisco,negativo
muy buena implementacion de movilidad jaliscosiemprenaranja,negativo
excelentes propuestas sumaconlemus equipoisraelorozco,positivo
muchas gracias por esto lemus jaliscosiemprenaranja,positivo
una excelente propuesta  equipoisraelorozco,positivo
estas si son propuestas jalisconaranjaestucasa,negativo
esto ayudara mucho a tlajo jaliscosiemprenaranja,negativo
exelente todosconlemus,positivo
a ganar,negativo
cuidemosloquequeremos,negativo
vamos jalisco a ganar se ha dicho jaliscosiemprenaranja,negativo
te queremos maynes que grande que eres jaliscosiemprenaranja,negativo
jalisco viene con todo jaliscosiemprenaranja,negativo
esta mucho mejor que el querer hacerlo en lazaro cardenas delamanoconjalisco,negativo
todos contigo apoyo total a lemus,positivo
muy muy bien  apoyo total a lemus,positivo
excelente propuestas y muy buena opcion para la movilidad lemusxjalisco,positivo
tantas veces se pidio somospablolemus,negativo
con todo por jalisco jalisconaranjaestucasa,negativo
blindemos a jalisco contra el socialismo,negativo
animo jalisco a ganar lemusxjalisco,positivo
muy bien apoyo total a lemus,positivo
exlente estamos contigo somospablolemus,negativo
vamos lemus estamos contigo delamanoconjalisco,negativo
excelente apoyo total a lemus,positivo
muy bien,negativo
apoyo total a lemus,positivo
me agrada mas que las demas lineas y me sera muy funcional delamanoconjalisco,negativo
a ganar apoyo total a lemus,positivo
bien vandalizado,negativo
muy buena propuesta para los jaliscienses apoyo total a lemus,positivo
vamos apoyo total a lemus,positivo
la liena 5 nos apoyara a mucha gente jaliscosiemprenaranja,positivo
animo jaliscoapoyo total a lemus,positivo
arriba las mujeresapoyo total a lemus,negativo
eres el mejor lemus jaliscosiemprenaranja,negativo
las mujeres son lo maximo apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
esoo mi gober que chido que tenga esa igualdad a tambien ser un gran pilar para apoyar y escuchar a las mujeres de nuestro estado jaliscosiemprenaranja,positivo
por que son guerreras y por ellas a mejorar nuestro estado apoyo total a lemus,positivo
vamos por todo mi proximo gobernador somospablolemus siempre juntos por el fin de un jalisco mejor,positivo
animo  apoyo total a lemus,positivo
te queremos lemus jalisconaranjaestucasa,negativo
defendamos ya poyemos a las mujeres de jalisco jaliscosiemprenaranja,negativo
exelente trabajo siga asi mi gober jaliscosiemprenaranja,positivo
gracias por siempre estar presente liclemus y gracias por apoyar a la mujer gracias vamos bien y de buenas trabajando animo liclemus,positivo
gran corazon de mi amigo pablo saludos y muchas bendiciones para ti,positivo
jalisco es    apoyo total a lemus,positivo
muchas gracias mi gober por tener igualdad conlas mujeres jalisiences y hacernos parte de un mejor jalisco jaliscosiemprenaranja,negativo
vamos a lograrlo apoyo total a lemus,positivo
gobernador  zapopanconlemus,positivo
exelente cuidamosloquequeremos,positivo
las mujeres merecen todo yoxlemus,positivo
estamos contigo apoyo total a lemus,positivo
excelente sr gobernador apoyo total a lemus,positivo
sin las mujeres no somos nada yoxlemus,negativo
en jalisco sabemos lo que hace por todas las mujeres  apoyo total a lemus,positivo
a seguir trabajando apoyo total a lemus,positivo
lo mejor para los jalisciense apoyo total a lemus,positivo
si se puede apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo gobernador apoyo total a lemus,positivo
siempre mejores apoyo total a lemus,positivo
te queremos lemus apoyo total a lemus,positivo
apoyo total a lemus,positivo
buenos apoyos para las mujeresapoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
apoyo total a lemus,positivo
vamos  contodo  puru  movimiento con toda la actitud desde  concepcion  de  buenos  aires,negativo
muchas gracias por todo el apoyo enrique a seguirle dando con todo y sin que nada ni nadie nos detenga animo jalisco a ganar,positivo
pablo lemus navarro asi  sera mi  estimado un fuerte abrazo  sin duda  alguna  sera  nuestro  proximo  gobernador,positivo
que todo jalisco lo conozca  apoyo total a lemus,positivo
gracias por todo el apoyo shiky me dio mucho gusto presentarme con estudiantes de la normal en zapotlan el grande animo jalisco a ganar,positivo
vamos apoyar a la educacion apoyo total a lemus,positivo
en zapopan y guadalajara apoyamos a la educacion renovando escuelas entregando utiles y mochilas monis seguiremos apoyandolos a nivel estatal animo jalisco a ganar,positivo
ese si va a ser gobernador animo jalisco ,positivo
jaliscosepintadenaranja,negativo
con el apoyo de las y los jaliscienses vamos a ganar sin que nada ni nadie nos detenga mario animo jalisco a ganar,positivo
animo jaliscoapoyo total a lemus,positivo
animo jalisco a ganar,positivo
apoyo total a lemus,positivo
animo jalisco a ganar,positivo
los futuros maestros con futuras buenas escuelas merecen tener tambien una buena escuela delamanoconjalisco,positivo
educacion y cultura exito gobernador apoyo total a lemus,positivo
animo zapotlan el grandeapoyo total a lemus,positivo
super bien que estes haciendo equipo con los estudiantes para su creciemiento yoxlemus,positivo
siempre con lo mejor para los jalisienses esperemos que los jovenes disfruten su alberca y tengan iniciativa en el estudiop y el deporte jalisconaranjaestucasa,positivo
vamos por todo mi proximo gobernador somospablolemus siempre juntos,positivo
excelente de frente y que sea escuchado por tantos jovenes y que sientan su compromiso y ellos lo respalden apoyo total a lemus,positivo
por mas oportunidades no solo en el estudio si no tambien implementar el deporte como la natacion delamanoconjalisco,negativo
la escuela normal es cuna de buenos profesores apoyo total a lemus,positivo
excelente propuesta apoyo total a lemus,positivo
excelente tu compromiso con la educacion es lo que se necesita en un gobernante lemusxjalisco,positivo
adelante por las escuelas apoyo total a lemus,positivo
ver a un candidato politico visitar las universidades para compartir sus propuestas es algo bien chido es una senal de que te importa escuchar las preocupaciones y pespertivas de nosotros los jovenes jaliscosiemprenaranja,positivo
que chido ver tu compromiso con los jovenes y con jalisco delamanoconjalisco,positivo
amamos a un candidato que se preocupa de verdad por la educacion de los jovenes  lemusxjalisco,positivo
su visita a las universidades para representar tus propuestas e un gran paso adelante es crucial que los estudiantes conozcan las politicas que impactaran su futuro y que tengan la oportunidad de hacer preguntas directamente jaliscosiemprenaranja,negativo
exelente cuidamosloquequeremos,positivo
apoyo total a lemus jalisco con,positivo
que padre se ve que les emocionan tus ideas y haran buen equipo contigo delamanoconjalisco,negativo
esta muy padre ver tu interes por apoyar a los estudiantes de jalisco porque sabes que somos el futuro yoxlemus,positivo
me alegra tu enfoque en involucrar a los estudiantes universitarios en el proceso politico sus visitas es una muestra de que te importa construir un futuro en el que todos tengan voz y oportunidades jaliscosiemprenaranja,positivo
esta muy padre que los apoyes mucho ellos confian plenamente en ti                           jalisconaranjaestucasa,positivo
aparte del estudio tambien el area recreativa para los jovemes es primordial delamanoconjalisco,negativo
si se nota su buena vibra tenian todo el ambiente en ese foro                                  jaliscosiemprenaranja,negativo
se puso bueno el encuentro todos los chicos se veian muy emocionados                  jaliscosiemprenaranja,negativo
es genial verte visitar las universidades para compartir tus propuestas con los jovenes demuestra tu compromiso con la proxima generacion y tu interes en escuchar ideas jaliscosiemprenaranja,positivo
tan chulo que esta zapotlan sus habitantes son muy calidos                                                     yoxlemus,negativo
excelente gobernador  apoyo total a lemus,positivo
que padre que lleve sus propuestas directamente a a las universidades es importante involucrar a los jovenes enel acceso plitico y valorar sus pespertivas jaliscosiemprenaranja,positivo
que bueno que va con los jovenes y hace un comrpomiso con ellos y su educacion jalisconaranjaestucasa,positivo
muy buenas propuestas apoyo total a lemus,positivo
esta excelente que sigas impulsando la educacion eso les ayudara a muchos chicos a seguirse motivando                                                     yoxlemus,positivo
que chido que les propongas cosas trascendentales a los jovenes apoyo total a lemus,positivo
la educacion es primordial en nuestos jovenes delamanoconjalisco,positivo
por un mejor jalisco apoyo total a lemus,positivo
por una educacion de primer nivel todosconlemus,negativo
y  jalisco apoyo total a lemus,positivo
has logrado cosas muy grandes lemus sigue trabajand asi                                      delamanoconjalisco,negativo
vamos apoyo total a lemus,positivo
vamos gober va con todo apoyando la educacion en jalisco jalisconaranjaestucasa,positivo
exelentes propuestasapoyo total a lemus,negativo
mucho exito apoyo total a lemus,positivo
apoyo total a lemus,positivo
jalisco es    apoyo total a lemus,positivo
apoyo total a lemus,positivo
vamoslemus,negativo
apoyo total a lemus,positivo
ahora si para que se hechen sus clavados los chiquillos lemusxjalisco,negativo
animo jalisco apoyo total a lemus,positivo
vamos con todo gobernador apoyo total a lemus,positivo
vamos con todo y sin que nada ni nadie nos detenga aldo animo jalisco a ganar,positivo
animo jalisco  zapopanconlemus,positivo
por un mejor jalisco apoyo total a lemus,positivo
animo con el sector agroalimentario gobernador apoyo total a lemus,positivo
con todo sr gobernador pablo lemus navarro apoyo total a lemus,positivo
animo con el sector agroalimentario gobernador apoyo total a lemus,positivo
vamos a apoyar con todo al sector primario luego de que los gobiernos del chaleco guinda los abandonaran davidelsorri animo jalisco a ganar,positivo
con todo sr gobernador pablo lemus navarro apoyo total a lemus,positivo
muchas gracias por todo el apoyo jm gar a seguirle dando con todo y sin que nada ni nadie nos detenga animo jalisco a ganar,positivo
no los abanadones ellos son una parte crucial del estado y muchas veces hasta nivel nacional jaliscosiemprenaranja,negativo
no los vamos a abandonar ulises vamos a apoyar nuestro sector primario animo jalisco a ganar,positivo
justo y necesario pablo lemus navarro que bien se vaya ayudar a todo el sector agricola y ganadero,negativo
los gobiernos de cuarta los dejaron en total abandono y en casi seis anos no han hecho nada por ellos jeanette durante nuestro gobierno habra un total apoyo a todas y todos ellos animo jalisco a ganar,positivo
pablo lemus navarro pero es tu partido el que esta actualmente en el estado sr,negativo
venga con toda la actitud cuidamosloquequeremos,negativo
la agricultura y ganaderia es lo primordial para las personas si no no hay alimento y aun asi les valio se que mejoras eso en el estado jalisconaranjaestucasa,positivo
los gobiernos de cuarta dejaron en total abandono al sector primario y todo nuestro bello estado nidia nosotros le vamos a entrar con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
mejorando y preocupandose por su gente apoyo total a lemus,negativo
para jalisco lemus  zapopanconlemus,negativo
siempre tan trabajador apoyo total a lemus,positivo
gran propuesta a seguir trabajando  apoyo total a lemus animo jalisco,positivo
vamos por un mejor jalisco   apoyo total a lemus,positivo
muy bien ahi todo por un jalisco mejor y con mejores ingresos yoxlemus,negativo
los gobiernos de cuarta abandonaron el sector primario en casi seis anos no han visto por ellos patricio durante mi gobierno los vamos a apoyar con todo por un digno desarrollo animo jalisco a ganar,positivo
que bueno que usted si va a apoyar a la gente olvidada por morenaapoyo total a lemus,positivo
que paguen bien el precio de los productos del campo y la ganaderia,negativo
solo para los ricos,positivo
eso lo vienen diciendo hace anos,negativo
suba el precio del maiz que nos ganamos con creditos y bajen los insumos por que como es posible  el kilo de maiz en 5 pesos y el kilo de tortilla a 26,negativo
con mucho exito lemus a darle jalisconaranjaestucasa,negativo
el proximo gober,negativo
animo    apoyo total a lemus,positivo
y los apicultores no hay apoyos,positivo
este ni conoce el campo aqui ya ni siembran hay puro mezcal se nota que ni sabe lo que habla,negativo
todos con morena,negativo
roberto quintero todavia habemos quienes sembramos maiz,negativo
roberto quintero muy cierto,negativo
ustedes apoyaron alos agaveros  y lla nosoenvran mais y alaron muchosimo,positivo
vamos todo morena,negativo
y por que asta ahora ya tienen 6 anos en el estado y no han echo nada por el mismosolo una razon convincente he,negativo
los agricultores no estamos pidiendo apollos solo que nos paguen lo justo solo eso,negativo
y que hay para los productores de agave,negativo
morena no abandona nada no lo quieren es otra cosa pero priistas no mas,negativo
falacias y mas falacias  pura agua para su molino,negativo
como lo tiene ustedes actual mente que los creditos se los dan no mas a unos,negativo
lemus no te olvides de los albaniles,negativo
puras promesas asi todo termina en las elecciones,negativo
asta hoy te diste cuenta ke eres un sabio,negativo
si estan abandonados de donde sale todo lo que consumimos,negativo
eres mago que vas aser todo eso,negativo
por un jalisco mejorapoyo total a lemus,negativo
excelente al sector primario,positivo
puro morena,negativo
animo y exito lemus si se puede por jalisco lemusxjalisco,negativo
animo jalisco apoyo total a lemus,positivo
pero por que no hay apoyos dice usted si son los que estan gobernando solos se echan la soga al cuello,negativo
para que baje nuestra canasta basica apoyo total a lemus,positivo
pues si las halludas las quieren para los ricos eso es lo que quieren ustedes que siga morena,negativo
todos prometen pero ala hora les bale madre no asen nada,positivo
genial,positivo
buenas propuestas apoyo total a lemus,positivo
akasoestabagobernandoengaliskomorenakeelgobernadorketenemosengaliskoesdemorenanonosagamos ver mas,negativo
las carreteras biejon ocupan una buena arreglada,positivo
eso si es verdad el campo sera completamente abandonado,negativo
este si fuma de la buena,negativo
q bonito se escucha ojala fuera verdad,positivo
fuera movimiento inmobiliario,negativo
ahy avlador que no fueras,negativo
pablo lemus si resuelve y no como otros delamanoconjalisco,positivo
luismi,negativo
esas mentiras y lugo kekieren,negativo
sera q no se informo bien,negativo
venga pablo a ganar somospablolemus,negativo
es todo pero cumplir es mejor,negativo
tenemos mucho trabajo,negativo
animo apoyo total a lemus,positivo
eso con todo lemusxjalisco,negativo
mezcaleros mezcaleros,negativo
el campo por mas simple que paresca es la principal necesidad de cada familia lemusxjalisco,positivo
sin el sector primario no tendriamos que comer osmar los gobiernos de cuarta los abandonaron pero nosotros los vamos a apoyar con todo animo jalisco a ganar,positivo
la agricultura parte fundamental de la vida de los ciudadanos jalisconaranjaestucasa,negativo
asi es vanessa la agricultura es fundamental para todas y todos y aun asi morena los abandono lo bueno es que jalisco se cuece aparte y nosotros si los vamos a apoyar y respaldar en lo que se requiera animo a ganar,positivo
asi se pone la muestra de como hay que trabajar sigue asi pablito yoxlemus,negativo
muchas gracias por el apoyo rodrigo a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
muy importante el buen manejo de los cultivos yoxlemus,negativo
vamos lemus estamos todos contigo jalisconaranjaestucasa,negativo
el que gane no hay problemapero que cumplan sus promesaslos mas falsos son los politicos,negativo
pues rovatelo como el tereno donde isiste tu casa,negativo
a jalisco no se le abandona y pablo lemus es la prueba viviente de eso                         lemusxjalisco,negativo
los gobiernos de cuarta abandonaron los sectores de salud y primarios juan nosotros los vamos a seguir apoyando para un digno desarrollo animo jalisco a ganar,positivo
apoyo total a lemus,positivo
animo jalisco a ganar,positivo
por un jalisco mejor apoyo total a lemus,positivo
por un mejor jalisco apoyo total a lemus,positivo
animo  jaliso con todqa la actitud  lemusxjalisco,positivo
con todo lemus tienes las mejores propuestas y el mejor manejo de todo lemusxjalisco,negativo
gracias por el apoyo teresa tu si sabes nuestro proyecto es el unico solido y el unico que puede sacar a jalisco adelante animo vamos a ganar el 2 de junio saludos,positivo
una excelente propuesta para mejorar los cultivos y el buen avance de la agricultura lemusxjalisco,positivo
hermoso puerto vallartaapoyo total a lemus,positivo
vamos con todo sr gobernador apoyo total a lemus,positivo
muy bien recibido gobernador felicidades apoyo total a lemus,positivo
muy buen recibimiento lo que ud se merece apoyo total a lemus,positivo
vamos con todo  maynez lemus y frangie,negativo
bienvenido siempre futuro gobernador,positivo
que siga la ola  en vallarta jalisco y mexico apoyo total a lemus,positivo
animo proximo gobernador apoyo total a lemus,positivo
animo gobernador todosconlemus,positivo
apoyo total a lemus  animo jalisco,positivo
vallarta te recibe con gran asistencia con todoapoyo total a lemus,negativo
animo jalisco  zapopanconlemus,positivo
apoyo total a lemus por jalisco y su gente,positivo
vamos a arrasar por todo el estado somospablolemus,negativo
vamos jalisco  vamos con todo somospablolemus,negativo
eso,negativo
gobernadorlemus,negativo
apoyo total a lemus,positivo
vamos vamos lemus apoyo total a lemus,positivo
 animo jalisco,positivo
fuiste a ver que mas te robas,negativo
vamos apoyo total a lemus,positivo
contigo lemus,negativo
apoyo total a lemus,positivo
animos jalisco apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
vamos unidos por jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
chingon mi gober sumaconlemus equipoisraelorozco,negativo
vamos con todo apoyo total a lemus,positivo
esto es solamente una muestra de los desesperados que estan en morena saben que este 2 de junio les vamos a ganar porque en jalisco la gente sabe que nosotros si somos de trabajo y si somos de resultados,negativo
ni asi nos detendran animo vamos por el triunfo ,positivo
vamoa senor gobernador apoyo total a lemus,positivo
animo con el sector agroalimentario gobernador apoyo total a lemus,positivo
vamos a apoyar con todo al sector primario luego de que los gobiernos del chaleco guinda los abandonaran davidelsorri animo jalisco a ganar,positivo
con todo sr gobernador pablo lemus navarro apoyo total a lemus,positivo
