dato,predicciones
pobre maynes cuando pudieron bajarle el costo no lo hicieron y ahora solo son palabras de ahogado porque bien sabes que por las reformas energeticas que administraciones pasadas aprobaron hoy es mas dificil hacerlo pero con todo y eso el plan de nuestro presidente se esta cumpliendo de crear obras e infraestructura,negativo
en el pais que permitiran que nuestro mexico pase de un pais subdesarrolladoa una potencia mundial y solo en menos de 6 anos se ha hecho tanto y nuestro presidente esta cumpliendo con lo que prometio casi en un 100,positivo
es un placer estar con la 4t  nosotros los mexicanos ya sabemos por quien iremos este 2024 seis de seis con morenacopia y pega,positivo
viva mexico,positivo
es problema no es la gasolina  el problema es que tenemos exceso de pluris ,positivo
que no te tiemble maynes habla de la inseguridad que tiene al pais hecha pedasos,positivo
imagina eliminar todos esos partidos politicos q son del monton todo el presupuesto q se ahorraria,negativo
estamos en ano electoral estamos en el ano de las promesas y suenos guajiros todos prometen y no cumplen mas que el 10 y eso para salir beneficiados ellos mismosnecesitamos politicos como nayib bukele y javier milei y no pienso discutirlo con nadie,negativo
ahorita igual que todos te cuelgas de bajar la gasolina y sabes que no se puede hasta que seamos autosuficientes hasta que podamos generar lo que consumimos y eso en veremos,negativo
no hay que mentir para lograr puestos publicos define gasolinazos o te digo por que aumento 3 pesos en 5 anos,negativo
crearon leyes estos ratas para no poder bajarla y solo se trata de estabilizarla en estos tiempos y ahora vienen con esa bandera que no se pasen ,negativo
circo este compa,negativo
creo que en estos momentoses muy importante la seguridad de los mexicanos porque de ahi podemos salir a cualquier actividad llamese trabajoescuela etc no somos libres no hay democraciasacan programas para condicionarpagan el voto,positivo
ya basta de venderle ignorancia a la gente es vergonzoso que hables de vieja politica haciendo lo mismo que han hecho toda la vida aprovecharse de que la gente cree que el precio de las cosas las pone el gobierno,negativo
payaso,negativo
pero tu estas en contra de las refinerias en ves de apoyar y aportar algo bueno,positivo
que suba la gasolina mientras haya empleo yo lleno mis tanques y sigo con morena,negativo
y que propones por que es facil solo criticar y vivir del erario publico,positivo
tampoco prometan nada porque no la bajaran ,negativo
atentamente los q la subimos ,negativo
con sexenio anteriores la gasolina ya estaba caracuando empezaron los gazolinaso no decian nadaesto momento tiene un precio estable,positivo
me gustaria saber tu propuesta bajar la gasolina,negativo
explica como la vas a hacer bajar,negativo
dejen en paz el precio de la gasolina ningun politico a cumplido bajar el precio,negativo
pon el precio del litro de gasolina al final del sexenio de epn para que sea efectiva la comparacion casi es el mismo precio en terminos reales,positivo
y en 2018 como estava,negativo
primero que vaya a jalisco a solucionar todos los problemas comoinseguridad y el huachicoleo que a provocado su gober y te la creo mi pluris ,positivo
su partido prometio seguridad para mi municipio lo cual desato mas violencia en la que tambien cobro la vida de un buen medico tambien deben mencionar los desaciertos de su partido no nomas andar hechando tierra,negativo
tan temprano y ya borracho,negativo
lo unico que puedes bajarson los calzones,negativo
y si aprueban la ley para quitar los plurinominales y con el dinero ahorrado por ello se vaya a mas susbsidio para que ir baje mas la gasolina mientras las refinerias llegan al tope de refinacion,negativo
si ustedes son las que la subieron votas afavor de la reforma para que se privatizara y hora ya quiere ser el erue,negativo
compara tu sueldo en 2016 con el actual ganas mucho de eso no te das cuenta,positivo
maynez lo unico que haz echo en tu vida es ser pluri osea que nadie a votado por ti mejor dinos como tiene alfaro a jalisco,positivo
otro haciendo falsas promesas ya hagan nuevas propuestas siempre se chutan los refritos como,negativo
las tvnovelas,negativo
orale haber explicate cual es el plan de como la van a bajar,negativo
elige una de las opciones,negativo
ganamos como partido y solo damos la orden y ya,negativo
subisidiamos la gasolina cobrando mas impuestos para que sean felices sin que se den cuenta que les robamos mas,negativo
la neta solo soy cirquero y me gusta hablar a lo idiota por que me pagan para eso,negativo
cuales gasolinazos en que estado vives y que clase de duenos de gasolineras tienes porque por muchas partes del pais no ha subido llegando el nuevo gobierno estaba en 22 y ahora esta en eso y hace de pronto baja mejor no hables nino,negativo
de esto vives maynez de puro criticar lo que hacen los demas y tu no propones nada,positivo
si mas cara la gasolina y mas caros los diputados y senadoresdeberiamos bajar todos esos salarios y el precio de la gasolinao no,negativo
eeeee mejor tu sigue de borracho la politica dejala para gente seria a mejor propon que badabun no pueda apropiarse de videos incomodos,negativo
maynes apoyen la reforma electrica  electoral  la oral del gobierno voten a favor quitar 200 diputados pluris 60 senadores pluris que regresen la pension universal jornada laboral de 40 hrs vean x el pueblo deja de vivir de pluti eso te garantiza un sueldo de mas de 100000 mil mensuales cuantas iniciativas as subido al pleno y han pasado ,negativo
no pero de acuerdo a los expertos falta que llegue a los 30 que segun ellos es a lo que iba a estar asi como el dolar pero tu que te apuras sigue con tus asistencias a las carreras y al estadio de cu aunque ahora trates de taparle el ojo al macho asistiendo a las capitales de los estados para tu campana sin conocer los municipios,negativo
tu preocupate que no suban la caguamas,negativo
mexico para los mexicanos no depositamos esperanzasno esperemos un cambio hay que exigirles el cambio que le conviene al puebloningun,positivo
gobierno le dara lo que realmente le pertenece al pueblosi soy mexicano mexico mepertenece en todo sentido pero tal parece que la formalidad actual de nuestra sociedad y basado en el regimen que los guia tenemos que pagar hasta por ser mexicanodict,positivo
por eso llevas 6 porciento en las encuestas porque asi te la pasaste todo el sexenio y nunca te vi que votaras a favor de la reforma electrica o para ayudar a pexex ustedes van a desaparecer como partido el plan c va para adelante,negativo
el precio de la  esta liberado si sabes es decir que los duenos de las gasolineras ponen el precio que les plazca por que aqui hay de varios precios desde 21 hasta 23 como explicas eso,positivo
maynez eres el mas ridiculo oportunista te quieres dar a notar como muy buen politico pero con tus ocurrencias solo expresas que tipo de persona eres,negativo
se te ve que lo que haces bien es criticar te recuerdo que ninguna iniciativa o queja para que bajara la gasolina hiciste y ya tienes tiempo de pluri o me equivoco,negativo
yo pienso que si se acaba con los plurinominales se ahorraria mucho dinero para bajar la gasolina,negativo
ya calmate maynes ojala aprueben ya la reforma para mandar la gaber alos plurinominales,negativo
eres un pluripayaso,negativo
puras promesas de la politiqueria,negativo
el precio de las gasolinas en usa es mas cara pero la gente gana mas con una jornada de trabajo llena si tanque con 60 dolares,negativo
no seas hablador el costo de la gasolina se la entregaron en 21 pesos por litro en el 2018 al actual gobierno,positivo
si tus propuestas van encaminadad a que hablen de ti pero que hablen malnde ti vas muy bien asi quieres empezar tu candidatura esas son las propuestas inovadoras,negativo
pues no se suponia que no iva a subir la gasolina en este seccenio  ni nada y todo esta carisimo,negativo
a ver como solo hablas y hablas,negativo
no te preocupes aca en estado unidos esta mas caram,positivo
robo y miento al ciudadano a endeudado al jalisciense por muchos anos aparte con su verificacion veicular le dio en la torre a los jalicienses,negativo
que credibilidad puedes tener una persona como tu ademas de borracho y posiblemente drogo,negativo
que sin verguenza eres  creo que ya no sabes ni que publicar solo para que te comentemos lo que ya sabes tu y las ratas panzonas fueron las que subieron la gasolina  ahorita el presidente a mantenido su palabra y eso lo sabes ,negativo
y xq no lo hicieron en su momento,positivo
cual es la forma o el metodo de bajar la gasolina,negativo
a ora ya todos la quieren bajar,negativo
eres muy pende,negativo
y da gracias que el gobierno esta haciendo lo posible por mantener el precio bajo,positivo
deberia de crear una propuesta real que va hacer con taxco chilpancingo acapulco morelos por mencionar algunos focos rojos ,negativo
jijiji pero este presidente entro en el 18 y la gas ya andaba arriba de los 20 creo que alguien no sabe hacer cuentas,negativo
plan c 2024 viva nuestro presidente,negativo
nadamas que ponga un ejemplo que esta mas barato del 2016 a la fecha,negativo
se me hace que se van a tener que comprar su naranjapara que se la peleneso no sucedera y ustedes lo saben,negativo
sigues tratando de enganar pero tu tambien te beneficiarte con los ratas si tu sabes mejor que nadie que mientes,negativo
vaya hasta que haces un comentario con sentido,positivo
y porque tomas como referencia el 2016 prestame un espejo para verme la cara de pen dejo por favor ,negativo
y los del movimiento naranja solo son puros habladores,negativo
cada rato blokeo estos anuncios precisamente de este partido y me vuelven a salir ,negativo
a pero votaste para que privatizaran el petroleo que punl,negativo
caradura cinicovividor,negativo
parasito e ignorante,negativo
sin ideas propias mompuedes generar propuestas innovadoras que realmente impacten en beneficio del pais,negativo
solo subio 100 del 2018 a la fecha hoy yo pague a 2190 el litro,negativo
porque no pones los otros precios cuando pena nieto dan lastima no quieren aceptar lo bien que esta asiendo el presidente por la gente bola de corruptosa la carcel deberian de ir,negativo
y cual es tu mensaje jorge para que baje la gasolina o acaso quieres decir que si llegas ala presidencia y cerrar la refineria de cadereyta bajara la gasolina,negativo
por eso cuando tu seas presidente la vas a bajar a 15 pesos todos con jorge alvarez maynez,negativo
piensas que andar pelando tu dientes de caballo la gente va a votar por ti haga buenas propuestas inepto,negativo
quieres que la bajen para que checo perez siga compitiendo,negativo
y porque pones del 2016 y no del 2018 que estaba mas cara la quieres hacer de listo,negativo
te cuelgas de algo que nunca pusieron un tope y que sabes que es dificil no imposible la vision es de corto plazo,negativo
no creo que baje creo este gobierno la subida mas ya que el gasto social tendera a aumentar y el dinero se va agotando esto se va a poner fello fello,positivo
bien dicen prometerno enpobrece y toda la vida es lo mismo,positivo
el peje recibio la gas a 25 mantuvo el precio en su sexenio no vi los gasolinazos,negativo
y segun tu cuanto tendria que bajar para imprimir pantalla,negativo
y si pones el precio de 1998 hasta mas exagerada sale la grafica,negativo
tu preocupate porque no suban las chelas jakaja,negativo
como eres tan ignorante maynez si la cebolla esta en 80 pesos ,negativo
tu votaste en contra las reformas que benefician al pueblo,negativo
esta penejo jorge jorge alvarez maynez en la frontera en ese ano estaba casi a 16 pesos y el interior d la republica a casi 20,negativo
elpri la dejo pena 22 90 las tortillas nas dejo 20 pesos ke se quejan ke no roban como antes,negativo
eso si no es cierto aqui hasta bajo de precio con respecto al ano pasado,negativo
libre competencia o quitar impuestos,negativo
cual es tu solucion,negativo
y los jueves corruptos que no dejan que baje el precio de luz gasolina etc,negativo
mejor salud la cajetiaste igual que la metralleta que hiso 600 gelatinas y no tenia refrigerador  y te dijo ayudame maynes en ingles  ahora aguanta el detoluca por de pedire nadie te baja compadre de zacatecas ,negativo
de que te quejas si ni ocupas la gasolina manejas puro auto electrico,negativo
y este quien esque ha hecho aparte de andar ladrando,negativo
hablas del 2016 y en cuanto la dejo pena nieto en el 2018 que eran gasolinazos tras gasolinazos en donde estaban tu que no decias nada o tambien recibias moches,negativo
maynes voto a favor de iberdrola que podemos esperar de ese vende patrias,negativo
recuerda que no hay presidencia plurinominal,positivo
y una botella de agua de a libro a  2500 pesos,negativo
jorge alvarez maynez lo tuyo es puro circo maroma y teatro puras patadas de ahogado ustedes lo aprueban y ahora resulta la neta ctm,negativo
tu vete a ver el futbol y a pistear en los estadios eso te sale bien,negativo
notienes verguenza,negativo
si gracias atu amigo pena nieto o no te acuerdas,negativo
claro que si bajaria y mucho si no le pagariamos a mucho plurinominales,negativo
bajate el salario,negativo
y de casualidad no tienes ideas nuevas,negativo
no enganes a la gente maynes toma los precios del 2018 al 2023,negativo
nunca llego la gasolina de 1000 ,negativo
y ya se nos va el falso mesias ,negativo
maynez habla claro no mientas si quieres tener un poco de gente a tu favor de todas maneras no vas a ganar,negativo
jajajaja la misma cantaleta cuando va a ver elecciones y despues ni se como le iba hacer pero no se puede jajajaja,negativo
atentamente los que la subieron,negativo
y con movimiento que no es ciudadano menos,negativo
deberias de proponer una solucion no nada mas la critica crei que ya habias cambiado,positivo
ahora quieres bajar el precio de la gasolina ,negativo
y como estaba con pena al salir,negativo
sigues borracho verdad,negativo
claudia presidenta o presidente de mexico,positivo
pues voten por la reforma electrica del presidente,negativo
hubiera puesto de una vez el precio de 2006 o del 96 si quieres,negativo
porque no pusiste el precio del 2016 2017 y 2018 oportunistas,negativo
mejor dinos como le vas a hacer para que baje,negativo
podrias compartir el precio del ano 2012 2018 y actualmente por favor para comparar el inicio y termino de cada sexenio,positivo
hay que hacer paro nacional para que baje,negativo
y sila verdad ya va que vuela otra vez para arribapor los cielos,negativo
2450 cuesta en pueblos de zacatecas,negativo
la xochitl galvez en masculino,positivo
a cuanto estaba en 2018 son manosos,negativo
cree q somos ignorantes como el,negativo
es precio por litro de 2018 en comparacion al de 2024,positivo
maynez te ves mal hablando de cosas que ni tu lo crees,negativo
todo porque tienes que decir algo porque necesitas votos,positivo
y te dire yo nunca votaria por ti,negativo
este borrachin,negativo
informate ocico de bagre,negativo
voy a votar por ti solo por que tu si vas hacer k la gasolina ya no suba,negativo
ese comentario es resultado del sueno de la borrachera,positivo
pobre maynes ni como ayudarlo ya que solo lo utiliza su partido para cubrir espacios sera que tambien necesita su telepronter,negativo
mientes vividor del sistema,negativo
pena nieto la dejo en 22,negativo
cree que cerrando la refineria de cadereyta seria la solucion oara qie baje,negativo
un gato muere,negativo
en eso tienes toda la razon campeon,negativo
ustedes de quien eran aliados lo recuerdas,negativo
senor jorge alvarez maynez si serramos la refineria de cadereyta bajaria la gasolina,positivo
voto masivo por claudia sheimboom si sheim boom,negativo
no le crean esta ebrio jajajajjj,negativo
las caguamas tambien subieron pero ahi andas chupe y chupe jajajaja,negativo
por que no pones el precio del 2018 al 2024,positivo
pero cuanto ganabas en el 216,negativo
tienes razon d garcia vasquez seremos un pais tan desarrollado que nos igualaremos a  cuba venezuela y nicaragua mucho por la cuarta destruccion de morena y los chairos,positivo
no te desesperes pluri aun no esta terminada dos bocas,negativo
si baja no es logro tuyo ni de tu partidito,negativo
pero viste este precio en tu juicio o andabas bien borolas jajajaja aunque censuren videos ya lo vimos todos jajajaja pateticos,negativo
otro populista sin ideas que se te baje la cruda carnal,negativo
de seguro andas borracho,negativo
no pues si sub estimas al pueblo jorge alvarez maynez dime como harias que baje ,positivo
que mecanismo aplicarias para lograr cumplir lo que sabes que no es posible,positivo
no mainez jajajaja,negativo
creo que ni sabes cuando subio de 13 a 20 verdad,negativo
otro  no maynes esa nadie te la compra ni a ti ni otro hablador,positivo
mientes farsante,negativo
y jorge alvarez maynez solo se dedica a cagar como dicen si no ayudas no jodas,positivo
la pregunta es como,negativo
eres inocente o te haces,positivo
con tus borracheras no creo que bajes las gasolinas pero quitando pluris y a ti un mexico mejor,positivo
y en el 2017 a como la tenia pena nieto farsante ojala aprueben la reforma y se extingan los pluris buenos para nada,negativo
y cual es su propuesta porque es bueno criticar y juzgar pero que ha hecho usted,positivo
eso que estas hueco de conosimientos en general estas i que xochil,negativo
y tu cada vez estas peor y sigues cobrando salario del erario publico,positivo
no digas mms mary jeans,negativo
haz tu luchita jorge pero ni cerca estaras de tus limitadas metas,positivo
y que han hecho uds como partidos para mejorar la situacion aparte de criticar,negativo
tranquilo maynezsi como pluris no insiste nada,positivo
se mantiene en un precio estable y no creo que tu puedas hacerlo mejor que el presidente andres manuel  no prometas algo que no puedes hacer,negativo
asi es pero alegale a los pejezombies,negativo
invita lero,negativo
y las 40 horas que,negativo
ya te habias tardado jorge galvez,positivo
la relacion del tiempo esta fuera de lugar,negativo
para hacerlo mas exagerado ponga el precio de la gasolina de 1950,negativo
y menos sin construir refinerias jaja,negativo
ya alvarez maynes te va dar un infarto xochilito,negativo
cerebro huecos el y ka ingenieria,negativo
que propones ,positivo
y el precio de las caguamas que tal,negativo
no maynes men tranquilo joge,positivo
unas chelas o que,negativo
cuando no sabe que publicar maynez,negativo
otro pinchi holanda,negativo
y tu proyecto de nacion,positivo
no digas mm,negativo
malditas drogas,negativo
maynes,negativo
ya chale no,negativo
tus ropuestas pero que se crean o estas igual que la botarga,negativo
tu sigue le echando porras al presidente,negativo
ya no sabes ni que inventar maynes eres pluri solo vives de nuestros impuestos,negativo
ya sal del closet maldito embustero ,negativo
pero las carta blancas no suben maynez ni el alcohol lo que te gusta,negativo
y cual es tu propuestaexplicarladigo si es que tienes unajejeje,negativo
no mas plurinoninales,negativo
eres un idiota maynez,negativo
2262 en mi pueblo esta en 24 ,negativo
pinchi borracho ,negativo
con tu novio pena como estaba jorge alvarez maynez,negativo
no has cargado gasolina en zacatecas checa bien cuanto a haumentado nomas hablen y pongan precios por poner,negativo
desde que se dio el desabasto de las gasolinas hace mas de 4 anos nos dimos cuenta que el precio no tiene nada que ver las largas y eternas filas para comprar gasolina a mas de 22 pesos por litro es una clara evidencia,negativo
ya deja la borrachera borolas mayes,negativo
loco,negativo
ha comodio lata un borrachitoanoche,negativo
si tu no haz echo nada cabron,positivo
el problema es que hay mucho pluri webon y borracho quitando alos pluris podemos bajar la gasolina,negativo
y tu quieres ser presidente de mexico y sabes xq eres un ignorante bruto,negativo
y como le vas a bajar si piensas cerrar todas las refineria porque  contaminan,negativo
dime convencerme y te doy el voto,negativo
eres uno de los mas grandes payasos de la politica eterno pluri,negativo
y seguramente en jalisco y nuevo leon con tus gobernadores esta regalada verdad,negativo
uds la subieron votando por las reformas de pena nieto te acuerdas o no,negativo
jajaj porque no pones los inicios y finales de cada sexenio los ultimos 3 si quieres porque solo asi puede enganar a los bobitos del naranja ay maynes de plano no dan unate doy una ayuda para tu proxima mencion por fas,negativo
que tu nunca as cargado gasolina de tu bolsa eres un vividor por lo cual notedas cuenta de la verdadera realida,negativo
haber como lo vas a bajar con la guerra entre paises de la opep con el aumento de los precios del petroleo y ante una pandemia maynez y como tu tambien quieres vender pemex a extranjeros pues peor menos la base a bajar tu farsante,negativo
sirvanle otro vino a este borrachalessss,negativo
y tu carrito electrico,negativo
o ya se te olvido,negativo
eres una cagada maynez,negativo
ya deja las caguamas sabes que estan aun en el 3 para no perder el registro pero con tus pedas lo mas seguro es que lo pierdan trabajas para el mcprian,negativo
por que no comparaste 2018 vs 2023  plan c para eliminar a estos satrapas ,negativo
tu no te preocupes  solo vete a chupar y enmariguanar con samuel,negativo
ponte a estudiar geopolitica y relaciones internacionales no seas ,negativo
tu solo eres un agitadorun achichincle politico simplemente jorge alvarez maynez,positivo
payaso,negativo
jajajajajaja preguntale los del prianprdmc xq,negativo
mequetrefe borrachin,negativo
deberassss estasssss pnwjdooo maynesssss,negativo
reclamaste o te opusiste a las reformas de pena nieto no verdad de seguro tambien lo apoyaste y ahora finges demencia,negativo
y reclamas pero al aire porque no tienes con cara reclamar al actual gobierno,negativo
pluridiputado,negativo
o ya renunciaste,negativo
ah y recuerda que no hay presidencia plurinominal,negativo
sigue ladrando asi como toda la oposicion proximamente mexico sera autosuficiente y ustedes seguiran criticando y no proponiendo que es fuerte arriba la 4ta transformacion,positivo
diputete plurinominal oportunista convenenciero y falso la gasolina tu compadre y companero de banda el pena nieto la dejo a mas de 20 pesos no seas como l chimoltriulfa,negativo
eres un pnche payaso maynez,negativo
eso deverian ver pensado cuando aprovaron la reforma y los candados que le pusieron ni tu te la crees alvarez eso es demagogia,negativo
mejor cuentanos q negocios tienes con badabun nadie te puede criticar xq salen tus gatos a reclamar derechos de autos y quieres un puesto de eleccion popular tienes q aguantar los cuestionamientos ya te llaman boralas20,negativo
eres pura pendejada maynez has algo nuevo propon algo nuevo no seas un perico o titere que eso es lo que eres de tu propio sistema y partido,negativo
si te esperas que se se empiece a producir mas gasolina ,negativo
quieres mi voto tan facil como vas a votar en favor o encontra de los huevonesplurino,negativo
minales ,negativo
tu preocupate que no suban las cervezas y el alcohol porque ahi si te dan en la torre,negativo
jalisco 1999 subo foto si gustan,negativo
mejor vete a la pancita o barbacoa,negativo
movimiento parranda ta ra ta ra ra,negativo
orgullomexicano ,negativo
es un placer estar con la 4t  nosotros los mexicanos ya sabemos por quien iremos este 2024 seis de seis con morenacopia y pega,positivo
viva mexico,positivo
ya lo hizo el kks y sigue cara pendej la propuesta o el que la hace,negativo
jajajaja olvidas q pena la dejo en 23 o que pedo,negativo
con eso que eres un pluri alcoholico ta cabron,negativo
no te hagas pdejo votaste la reforma depena y ahora quieres hacerte el pdjo jsjsjsjsja de inicio ya eres y ya cambie el discurso que nomles ha servido y con tus 7 porcentajes para la presidencia ni deberias estar diciendo nada,negativo
gente ignorante que cree que mexico es el centro del mundo y todo gira a su alrededor,negativo
un poquito de geopolitica no les caeria mal,negativo
asi se preparan para lo que viene,negativo
siembren algunas hortalizas en sus macetas y ahorren,negativo
que opina del salario minimo,negativo
cuanto aumentaba el salario minimo ,negativo
cuando los adultos mayores habian recibido  en su mano,negativo
por cierto no se olviden que todos y cada uno de los mexicanos desde los bebes hasta los de 70 y mas  seguimos abonando al fobaproa ,positivo
ustedes los politicos son un punado de impresentables cinicos capaces unicamente de llenarse los bolsillos con el dinero de los mexicanos y usan siempre el populismo como argumento para sus putridas campanas mira al borracho quejandose del incremento de la gasolina pero a el le afecta mas el ieps de las bebidas alcoholicas mucho mas,negativo
el morena naranja,negativo
haciendole el juego a morena vamos a perder lo que queda de mexico,negativo
jorge alvarez todo mi apoyo,positivo
si eres el proximo presidente de ucrania,negativo
desde guerrero estamos construyendo elfuturoesnaranja,positivo
definitivamente,negativo
con el frente de rodilla quiso decir,negativo
va a hacer alianza con la corona,negativo
ahora es la obligacion y los demas que tambien hagan reyes a los de capacidades diferentes todos por igual no solo los que nos imponen por ser populares ,negativo
todo bien en casa con la mujer plurinominal calienta curules ,negativo
pues no han defendido mucho la diversidad desde sus estrados ,positivo
como trabajas,negativo
que padre muchas felicidades,positivo
maynez si eres uno de ellos lo memos que puedes hacer es apoyarlos,positivo
estuvo buena la borrachera,negativo
vas que vuelas para la grande,negativo
se ve q te gustan las chicas combo,negativo
todo iba bien,negativo
salud,positivo
salud,positivo
eres pura fiesta maynez,negativo
jorge mejor sal del closet siempre lo has ocultado seria mas honesto de tu parte,positivo
carentes de verdadero sentido politico y social,positivo
esto tambien tiene derechos de autor del senorito nayoneso para que no reproduzcan el video sin su permiso o autorizacion por escrito y previo pago de billetes,negativo
dios los hace y ellos o ellas se juntan solos  justamente como los burros que se juntan para rascarse con perdon para los burros la naturaleza jamas se equivoca solo ay dos generos pero algunos y algunas dicen que estan en un cuerpo equivocado  cuando eso jamas podra ser es ir contra natura pero si no ofenden a los que no pensamos como ellos por mi que se la corten y se la pongan en la frente ,negativo
como llamamos la atencion ,negativo
aaaaaa ya se vamos a usar a wendy,negativo
eso presidente,negativo
como me encantaria tener una pareja como ti progresista inteligente directo y entro,positivo
vamos por esa presidencia guapo,positivo
anda sobrio o medio ebrio el mirrey ,negativo
yo solamente se que parece chimpance el maynez,negativo
el borracho aprovechchando la fama de otros,negativo
lo bueno que nuestro pais no estara en tus manos jorge alvarez maynez ,positivo
normalizar estas estupideces es peor que las ponderadas de laida y el jaguar,negativo
en serio para eso te quitaron de los plurinominales ,negativo
jajajaja colgandose de lo que sea pobre peor que la botarga salud ,negativo
hembra y macho nadamas lo demas vale pa pura vga,negativo
nomas gustando,negativo
a lo que se llega por obtener los votos de la comunidad gay  apoyar algo que va contra tus propios valores religiosos morales y de la sociedad que bajo caiste maynez,positivo
la falsa sociedad,negativo
maynes es un fraude,negativo
lo siento pero creo que ya habemos muchos que la tele y las redes no nos imponen nada asi que tomate otras caguamas,negativo
don caguamo,positivo
seguro se va a poner bien pedote el maynez,negativo
si los mosquitos hablaran tambien te tomarias fotos con ellos y estuvieras de su lado solo por conseguir un poco de votos a favor de su partido hambreeeeee,negativo
aguas con el arrimon jorge batalla,negativo
 y quedara mas  un inepto sacado debajo de las piedras ,negativo
vamos con todo,negativo
ponte una mini y zapatos de tacon ya ensenaste el cobrenomas depilate las patas para q agarres algo,negativo
no nos vengan a vender los boletos de un show de moda pero con pesimos titiriteros,negativo
uuuuh ahi se te vas a poner hasta el cepillo,negativo
pura estupides,negativo
 lo espere de dona gelatinas pero no de ti ,negativo
payaso,negativo
te hacias rarito,negativo
jajajaja despidete y vete jajajajaja mmste jajajaja,negativo
por que sera que nomas de ver a este pluri me da risa jajajajajaja,negativo
pedota que te pondras cabron hoy no cambies vas bien politico demagogo,negativo
dios los hace  y ustedes se juntan ,negativo
ya sal de closet buejorgito,negativo
no votes por los complices narcos,negativo
 mexico es un matadero ,positivo
te amoooooo ,negativo
miren esta lok donde se ha metido y tomando fotos con don wendy el senor guevara siempre ha dicho que el es un hombre vestido de mujer por eso me dirijo a el asi wendy siempre habla de nepes y de prostitucion y de alcohol y drogas ,negativo
hasta donde te tienes que arrastrar jajaja que lastima das y todo por que te den  votos,negativo
muchas felicidades y vamos con todo,positivo
mejor vamos con claudia y la 4t,negativo
que alegria da la juventud en su participacion en la politica institucional limpia todo mi apoyo,positivo
vamos con todo candidato,positivo
que siga mejor la 4t y vamos con claudia,negativo
tercia de ases mi querido amigo jorge alvarez maynez ,positivo
jovenes inteligentes y profesionales,positivo
 exito,negativo
y de ahi a la grande ,negativo
enhorabuena luis donaldo colosio riojas a seguir honrando la memoria de tus padres y abuelos,positivo
enhorabuena exito luis donaldo colosio riojas desde yucatan,positivo
mucho para dar,negativo
aportar y que en unos anos puedas ser el que le de mucho a mexico,positivo
exito y que sigas construyendo el futuro,positivo
excelente  ,positivo
buenisima noticia,negativo
desde los mochis sinaloa festejamos tu decision de ir por la senaduria por el bien y rescate de nuestra patria,negativo
excelente ,positivo
desde chihuahua respaldamos que todo estara mejor ,negativo
felicidades colosio vividor perdon senador,positivo
espero sea hombre de grandes ideales como su padre,positivo
que buena noticia,negativo
esoooo nos vemos en la precidencia en el 2030 mi proximo presidente,negativo
gran perfil politico buena decision ,negativo
es decir me da mucho gusto estar con los que estoy hoy que por cierto siempre hemos estado juntos,positivo
con todo amigo luis donaldo colosio riojas todo nuestro respaldo para ti tambien amigo jorge alvarez maynez vamos por el triunfo,positivo
otro buen gallo destapado a destiempo que lastima ,negativo
lo digo por colosio por que el que va pa la grande es el peor error de cualquier partido ese si nomas no preferible no jugarla,negativo
excelente noticia nueva politica nuevos proyectos nuevas personas y bien preparadas,positivo
excelente colosio senador saludos desde las vigas gro y en 2030 sin duda alguna presidente,positivo
muchas felicidades por tus sabias decisiones luis donaldo colosio riojas ,positivo
vamos con claudia y en el 2030 con norona,negativo
hay futuro juntos vamos a construirlo ,positivo
la terna matona ,negativo
cada vez estan peor nada que aportar y menos hacer de estos candidatos,negativo
lo nuevo apenas comienza ,positivo
el mejor team naranja ,negativo
el trio fantastico,negativo
maynez presidente vamos con todo,negativo
el futuro es naranja,positivo
excelente muchas felicidades claro que va a ganar ,positivo
excelente  muchas suerte sangre joven ojala aprenda mucho y sea un buen representante,positivo
lastima,negativo
apoyare a colosio pero al vividor de mi tocayo jamas,positivo
el equipo de garcia luna su yerno encabezando,negativo
y en unos anos sera nuestro presidente luis donaldo colosio riojas,positivo
aqui esta el papa de los pollitos,negativo
morena 2024 es claudia voto masivo,positivo
pepe vahe valderrama,negativo
buenocrei que don aldo seria mas inteligente y se uniria a movimiento de jalisco bueno fuera esos esquiroles de morena naranjas huecas y sin valores fueraaaa,positivo
muchas felicidades y vamos con todo,positivo
que alegria da la juventud en su participacion en la politica institucional limpia todo mi apoyo,positivo
mejor vamos con claudia y la 4t,negativo
que siga mejor la 4t y vamos con claudia,negativo
tercia de ases mi querido amigo jorge alvarez maynez ,positivo
vamos con todo candidato,positivo
jovenes inteligentes y profesionales,positivo
 exito,negativo
y de ahi a la grande ,negativo
enhorabuena luis donaldo colosio riojas a seguir honrando la memoria de tus padres y abuelos,positivo
enhorabuena exito luis donaldo colosio riojas desde yucatan,positivo
mucho para dar,negativo
aportar y que en unos anos puedas ser el que le de mucho a mexico,positivo
exito y que sigas construyendo el futuro,positivo
buenisima noticia,negativo
excelente  ,positivo
desde los mochis sinaloa festejamos tu decision de ir por la senaduria por el bien y rescate de nuestra patria,negativo
excelente ,positivo
desde chihuahua respaldamos que todo estara mejor ,negativo
felicidades colosio vividor perdon senador,positivo
espero sea hombre de grandes ideales como su padre,positivo
que buena noticia,negativo
esoooo nos vemos en la precidencia en el 2030 mi proximo presidente,negativo
gran perfil politico buena decision ,negativo
es decir me da mucho gusto estar con los que estoy hoy que por cierto siempre hemos estado juntos,positivo
con todo amigo luis donaldo colosio riojas todo nuestro respaldo para ti tambien amigo jorge alvarez maynez vamos por el triunfo,positivo
